contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days,supplier_name,kra_pin,incorporation_date,location,company_size,credit_score,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
C-2799,2799,210,501452478.9853684,2022-01-03,716,191.45,Poor,Terminated,-1150,Smith Dinner Limited,P996534803J,2025-02-26,Rodriguezport,Small,417,Construction & Civil Works,478525350,2022-01-03,Supply and delivery of construction & civil works items,Ministry of Raise
C-2800,2800,646,2457715.237920719,2025-06-01,51,21.45,Good,Completed,233,Davidson Without Ltd,P462267940A,2024-10-11,Sweeneyland,Small,429,ICT Equipment & Software,2483438,2025-06-01,Supply and delivery of ict equipment & software items,Ministry of Culture
C-2801,2801,106,500742.17922814033,2025-06-23,37,3.26,Good,Completed,51,French Process Agencies,P733281747Q,2025-05-03,South Danny,Medium,770,Cleaning & Sanitary Services,483609,2025-06-23,Supply and delivery of cleaning & sanitary services items,Ministry of Follow
C-2802,2802,752,1931810.067973796,2020-12-22,49,20.0,Good,Completed,-453,Rodriguez Show Ltd,P775360627H,2022-03-20,South Jenniferport,Small,445,Medical Supplies & Pharmaceuticals,1963082,2020-12-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Office
C-2803,2803,83,1854107.1521194705,2021-02-11,57,22.18,Good,Completed,1740,Collins Research Enterprise,P502982778Z,2016-05-08,North Brittany,Medium,332,Medical Supplies & Pharmaceuticals,1853313,2021-02-11,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Age
C-2804,2804,825,3759976.3131093928,2022-08-19,0,3.14,Good,Completed,1991,Fernandez Lawyer Enterprise,P334490716N,2017-03-07,South Jenniferville,Large,663,Cleaning & Sanitary Services,3581591,2022-08-19,Supply and delivery of cleaning & sanitary services items,Ministry of Practice
C-2805,2805,285,6008971.685165323,2022-09-27,17,20.0,Good,Completed,1084,Walker Cell Limited,P613443905J,2019-10-09,Adkinsstad,Large,341,Cleaning & Sanitary Services,5866392,2022-09-27,Supply and delivery of cleaning & sanitary services items,Ministry of Parent
C-2806,2806,482,9699123.883100925,2024-03-01,25,20.0,Good,Completed,933,Cooper Third Enterprise,P377733976V,2021-08-11,West Anthonyton,Medium,498,Cleaning & Sanitary Services,9774961,2024-03-01,Supply and delivery of cleaning & sanitary services items,Ministry of Side
C-2807,2807,659,87416056.44472227,2022-05-24,10,2.87,Good,Completed,704,Wright Senior Agencies,P891474266P,2020-06-19,Claytonbury,Medium,766,Construction & Civil Works,83542943,2022-05-24,Supply and delivery of construction & civil works items,Ministry of They
C-2808,2808,975,4367867.428096546,2021-06-17,21,0.0,Good,Completed,310,Russo Cell Ltd,P379902891L,2020-08-11,Laurenborough,Medium,683,Cleaning & Sanitary Services,4226553,2021-06-17,Supply and delivery of cleaning & sanitary services items,Ministry of Several
C-2809,2809,463,1805373.8663530916,2022-03-28,55,2.13,Good,Completed,182,Hernandez Same Limited,P816688804G,2021-09-27,Lake Mauriceside,Small,509,Medical Supplies & Pharmaceuticals,1761342,2022-03-28,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Green
C-2810,2810,366,9443161.332538534,2022-11-23,20,1.26,Good,Completed,1428,Lopez Thousand Ventures,P584258607N,2018-12-26,Port Michaeltown,Small,641,Office Stationery & Supplies,9308201,2022-11-23,Supply and delivery of office stationery & supplies items,Ministry of Institution
C-2811,2811,465,72063061.49130824,2021-10-19,42,2.42,Good,Completed,-1444,Mcdaniel Would Ventures,P609838807K,2025-10-02,South Kent,Medium,526,Construction & Civil Works,70250123,2021-10-19,Supply and delivery of construction & civil works items,Ministry of Woman
C-2812,2812,292,5443397.416024541,2025-04-06,35,23.64,Good,Completed,1236,Williams Guy Agencies,P852032540E,2021-11-17,North Valeriefort,Small,478,Consultancy Services,5318907,2025-04-06,Supply and delivery of consultancy services items,Ministry of Source
C-2813,2813,977,8027449.274304324,2025-08-10,54,23.81,Good,Completed,102,Holland Produce Enterprise,P345572533F,2025-04-30,Gonzalezburgh,Small,487,Cleaning & Sanitary Services,7810611,2025-08-10,Supply and delivery of cleaning & sanitary services items,Ministry of Within
C-2814,2814,278,6282484.128619112,2023-01-15,14,0.0,Good,Completed,621,Small Center Ventures,P641394238D,2021-05-04,Jamesville,Large,633,Consultancy Services,6373672,2023-01-15,Supply and delivery of consultancy services items,Ministry of Know
C-2815,2815,760,5641247.172306769,2022-07-22,49,21.64,Good,Completed,68,Mcclain Not Ventures,P459821251D,2022-05-15,Reillyton,Small,349,ICT Equipment & Software,5386202,2022-07-22,Supply and delivery of ict equipment & software items,Ministry of Exist
C-2816,2816,429,9829853.930487651,2025-09-21,50,20.0,Good,Completed,560,Davis Throw Enterprise,P990514408Z,2024-03-10,Davidmouth,Medium,361,Consultancy Services,9505391,2025-09-21,Supply and delivery of consultancy services items,Ministry of Institution
C-2817,2817,899,6867189.264870882,2023-07-23,45,20.14,Good,Completed,2571,Mckenzie They Agencies,P728362577T,2016-07-08,Hansenmouth,Medium,417,Cleaning & Sanitary Services,6566751,2023-07-23,Supply and delivery of cleaning & sanitary services items,Ministry of Common
C-2818,2818,166,2602897.5719029005,2023-01-27,34,21.05,Good,Completed,2196,Rodgers Task Limited,P239710404J,2017-01-22,New Sueside,Small,493,Office Stationery & Supplies,2527667,2023-01-27,Supply and delivery of office stationery & supplies items,Ministry of Win
C-2819,2819,914,6981629.6640842,2021-10-20,12,5.75,Good,Completed,1627,Anderson Bar Ventures,P556130975S,2017-05-07,North Andrewfort,Small,589,Office Stationery & Supplies,6657734,2021-10-20,Supply and delivery of office stationery & supplies items,Ministry of Picture
C-2820,2820,637,650921.2689785042,2025-10-15,0,0.0,Good,Completed,2180,Dickerson Far Limited,P583966573L,2019-10-27,New Gina,Large,748,Consultancy Services,663889,2025-10-15,Supply and delivery of consultancy services items,Ministry of Yes
C-2821,2821,584,784996.8234699271,2023-02-22,60,20.0,Good,Completed,-394,Riley Specific Enterprise,P733546669N,2024-03-22,New Jorgeside,Small,416,ICT Equipment & Software,777834,2023-02-22,Supply and delivery of ict equipment & software items,Ministry of Out
C-2822,2822,816,5643614.403489793,2024-07-05,46,22.55,Good,Completed,683,Myers Spring Ltd,P825088319V,2022-08-22,Lake Emily,Medium,315,Cleaning & Sanitary Services,5685056,2024-07-05,Supply and delivery of cleaning & sanitary services items,Ministry of Case
C-2823,2823,842,3998870.903159371,2023-12-24,9,0.0,Good,Completed,885,Morris Student Limited,P328955937W,2021-07-22,New Glennland,Medium,550,Motor Vehicles & Spare Parts,3994325,2023-12-24,Supply and delivery of motor vehicles & spare parts items,Ministry of Story
C-2824,2824,214,5699039.470811942,2025-10-04,77,20.91,Good,Completed,47,Stephens Stop Group,P645055605J,2025-08-18,South Morganton,Medium,374,Medical Supplies & Pharmaceuticals,5479105,2025-10-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Believe
C-2825,2825,618,4688837.625085433,2021-11-08,57,20.0,Good,Completed,1059,Johnson Place Agencies,P648196577H,2018-12-15,New Gavin,Small,366,ICT Equipment & Software,4498585,2021-11-08,Supply and delivery of ict equipment & software items,Ministry of Space
C-2826,2826,18,147022259.36197245,2020-11-05,97,124.54,Poor,Completed,1328,Graham Long Agencies,P103484630U,2017-03-18,Teresaburgh,Small,687,Construction & Civil Works,146118453,2020-11-05,Supply and delivery of construction & civil works items,Ministry of Half
C-2827,2827,657,1806715.3077811003,2022-10-02,1,0.89,Good,Completed,477,Watts Million Limited,P911182636E,2021-06-12,Albertchester,Small,746,Cleaning & Sanitary Services,1832141,2022-10-02,Supply and delivery of cleaning & sanitary services items,Ministry of Company
C-2828,2828,940,9175908.760541644,2022-10-06,0,1.65,Good,Completed,2271,Hood Happy Ventures,P969251370V,2016-07-18,Port Patriciamouth,Medium,798,Motor Vehicles & Spare Parts,9324152,2022-10-06,Supply and delivery of motor vehicles & spare parts items,Ministry of Reason
C-2829,2829,437,8603456.077141486,2020-11-19,37,2.94,Good,Completed,-185,Wang Early Ltd,P271395839G,2021-05-23,Lake John,Small,525,Consultancy Services,8775237,2020-11-19,Supply and delivery of consultancy services items,Ministry of Use
C-2830,2830,887,6380105.754111923,2021-01-12,0,1.6,Good,Completed,1233,Cordova Office Ventures,P644826299V,2017-08-28,Thomasport,Medium,755,Medical Supplies & Pharmaceuticals,6234896,2021-01-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Food
C-2831,2831,287,1799679.7888222092,2020-06-25,18,4.13,Good,Completed,-1155,Marks Beat Agencies,P664258474C,2023-08-24,Christianshire,Medium,721,Medical Supplies & Pharmaceuticals,1734461,2020-06-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Eat
C-2832,2832,592,330039272.75765246,2025-02-22,653,177.43,Poor,Terminated,2670,Valdez History Ltd,P731015334P,2017-11-01,New Johnbury,Small,562,Construction & Civil Works,319385210,2025-02-22,Supply and delivery of construction & civil works items,Ministry of Leave
C-2833,2833,303,11161025.72011947,2020-07-16,44,0.84,Good,Completed,-663,Simmons Mission Enterprise,P150341410W,2022-05-10,Floydmouth,Medium,591,ICT Equipment & Software,10705026,2020-07-16,Supply and delivery of ict equipment & software items,Ministry of Election
C-2834,2834,496,3058612.6165354564,2020-12-03,18,0.65,Good,Completed,406,Richards Major Agencies,P226466892E,2019-10-24,Port Cynthiashire,Medium,541,Medical Supplies & Pharmaceuticals,2987569,2020-12-03,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of One
C-2835,2835,468,5236612.714666853,2025-01-26,1,0.0,Good,Completed,2992,Vega Defense Enterprise,P983221403O,2016-11-17,Port Brooke,Small,837,Consultancy Services,4996986,2025-01-26,Supply and delivery of consultancy services items,Ministry of House
C-2836,2836,716,2037354.7226325332,2020-01-11,15,0.93,Good,Completed,592,James Security Agencies,P206948671U,2018-05-29,Delacruzside,Medium,535,Office Stationery & Supplies,1986522,2020-01-11,Supply and delivery of office stationery & supplies items,Ministry of Collection
C-2837,2837,831,78428889.05829476,2022-01-25,16,2.56,Good,Completed,718,Chen Radio Ltd,P197352922X,2020-02-07,Christophermouth,Medium,637,Construction & Civil Works,75228195,2022-01-25,Supply and delivery of construction & civil works items,Ministry of Market
C-2838,2838,609,7449198.690677402,2023-04-19,55,3.75,Good,Completed,40,Clarke Participant Group,P661073732H,2023-03-10,South Diamondmouth,Small,619,Motor Vehicles & Spare Parts,7401078,2023-04-19,Supply and delivery of motor vehicles & spare parts items,Ministry of Indeed
C-2839,2839,312,31377797.647492453,2024-03-11,31,2.44,Good,Completed,175,Flores Democrat Limited,P498041381U,2023-09-18,Williamsbury,Medium,677,ICT Equipment & Software,30112901,2024-03-11,Supply and delivery of ict equipment & software items,Ministry of While
C-2840,2840,14,970711.0696794918,2022-10-31,9,3.18,Good,Completed,1501,Richards Water Ltd,P726563708Z,2018-09-21,Jeffreyberg,Large,541,Cleaning & Sanitary Services,934938,2022-10-31,Supply and delivery of cleaning & sanitary services items,Ministry of However
C-2841,2841,233,392075180.13267213,2024-12-26,582,124.51,Poor,Terminated,808,Mckinney Oil Ventures,P682152066S,2022-10-10,Melissaburgh,Small,845,Construction & Civil Works,387071485,2024-12-26,Supply and delivery of construction & civil works items,Ministry of Seat
C-2842,2842,889,6664778.6767592775,2021-06-15,32,3.85,Good,Completed,-715,Mccullough Chair Group,P828005909J,2023-05-31,West Angelbury,Small,600,Motor Vehicles & Spare Parts,6572036,2021-06-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Whom
C-2843,2843,458,182075025.06059685,2020-07-28,24,4.71,Good,Completed,768,Williams Owner Agencies,P690195758F,2018-06-21,North Michael,Medium,577,Construction & Civil Works,177139367,2020-07-28,Supply and delivery of construction & civil works items,Ministry of Career
C-2844,2844,979,8164280.598901233,2021-11-28,40,20.0,Good,Completed,1695,Higgins Learn Group,P930388241D,2017-04-08,Wilsonborough,Large,422,Cleaning & Sanitary Services,8143732,2021-11-28,Supply and delivery of cleaning & sanitary services items,Ministry of Worry
C-2845,2845,620,4173952.120088518,2020-10-19,87,20.88,Good,Completed,-728,Sullivan Deep Enterprise,P655921993A,2022-10-17,North Andreaside,Small,429,Office Stationery & Supplies,4249570,2020-10-19,Supply and delivery of office stationery & supplies items,Ministry of Spring
C-2846,2846,299,2329519.92061017,2021-12-17,19,0.0,Good,Completed,2020,Harper Score Agencies,P152265802P,2016-06-06,South Scottside,Small,527,ICT Equipment & Software,2279892,2021-12-17,Supply and delivery of ict equipment & software items,Ministry of Fear
C-2847,2847,481,10156207.699578652,2024-12-01,10,5.03,Good,Completed,734,Allen Middle Ltd,P737849448C,2022-11-28,Port Thomas,Medium,608,Office Stationery & Supplies,9697010,2024-12-01,Supply and delivery of office stationery & supplies items,Ministry of Show
C-2848,2848,606,5752309.403551561,2025-03-27,24,0.0,Good,Completed,143,Wolfe Laugh Ventures,P346408985Z,2024-11-04,Clarkefurt,Medium,731,Motor Vehicles & Spare Parts,5618225,2025-03-27,Supply and delivery of motor vehicles & spare parts items,Ministry of Picture
C-2849,2849,822,3656131.36082918,2022-05-12,35,0.0,Good,Completed,-45,Livingston Factor Agencies,P926093073B,2022-06-26,Jonathanland,Medium,775,Medical Supplies & Pharmaceuticals,3521103,2022-05-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Away
C-2850,2850,766,9794955.802693427,2022-01-29,25,0.04,Good,Completed,-682,Strickland White Agencies,P199432918C,2023-12-12,Port Timothyhaven,Medium,612,Office Stationery & Supplies,9678891,2022-01-29,Supply and delivery of office stationery & supplies items,Ministry of Relationship
C-2851,2851,958,9245579.668948648,2024-06-10,1,1.27,Good,Completed,695,Williams Seven Ventures,P621668838Y,2022-07-16,North Micheleland,Medium,664,Consultancy Services,8909609,2024-06-10,Supply and delivery of consultancy services items,Ministry of Peace
C-2852,2852,436,2979894.0661964845,2020-02-28,33,20.0,Good,Completed,1389,Harper All Limited,P970471079X,2016-05-10,Brianfort,Medium,339,Motor Vehicles & Spare Parts,2935309,2020-02-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Value
C-2853,2853,314,8641735.313089995,2023-08-26,2,0.0,Good,Completed,1555,James These Agencies,P363850592F,2019-05-24,Jonathanfort,Large,706,Motor Vehicles & Spare Parts,8500944,2023-08-26,Supply and delivery of motor vehicles & spare parts items,Ministry of Special
C-2854,2854,485,10188876.527219048,2021-05-30,31,1.4,Good,Completed,-254,Smith Entire Ltd,P753204271Z,2022-02-08,Jenniferview,Small,754,Medical Supplies & Pharmaceuticals,9957812,2021-05-30,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of High
C-2855,2855,689,3032147.2692331555,2022-01-14,5,0.0,Good,Completed,654,Garcia Pull Enterprise,P719080517W,2020-03-31,Parkchester,Small,748,Consultancy Services,3058963,2022-01-14,Supply and delivery of consultancy services items,Ministry of Test
C-2856,2856,484,3101446.256999778,2020-01-04,12,0.0,Good,Completed,-951,Palmer Treatment Ventures,P937844678X,2022-08-12,South Rhondaburgh,Large,826,Motor Vehicles & Spare Parts,3079718,2020-01-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Place
C-2857,2857,400,4035067.302868401,2024-07-04,33,2.19,Good,Completed,270,Henderson Interest Enterprise,P188506190O,2023-10-08,West Christopher,Medium,572,Motor Vehicles & Spare Parts,3868553,2024-07-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Who
C-2858,2858,842,395559961.6939715,2020-06-18,106,26.68,Poor,Terminated,-399,Morris Student Limited,P328955937W,2021-07-22,New Glennland,Medium,550,Construction & Civil Works,382776732,2020-06-18,Supply and delivery of construction & civil works items,Ministry of Drug
C-2859,2859,917,9931337.644683883,2020-10-29,20,0.3,Good,Completed,1053,Bell Believe Ventures,P256290615V,2017-12-11,Stacystad,Small,501,Cleaning & Sanitary Services,9621478,2020-10-29,Supply and delivery of cleaning & sanitary services items,Ministry of Cup
C-2860,2860,172,475776591.9085033,2020-04-06,765,153.82,Poor,Terminated,-546,Morales Change Ventures,P895609471O,2021-10-04,North Julieborough,Small,390,Construction & Civil Works,470519558,2020-04-06,Supply and delivery of construction & civil works items,Ministry of Five
C-2861,2861,657,44707642.00174162,2022-08-11,80,21.67,Poor,Completed,425,Watts Million Limited,P911182636E,2021-06-12,Albertchester,Small,746,ICT Equipment & Software,43317546,2022-08-11,Supply and delivery of ict equipment & software items,Ministry of Group
C-2862,2862,594,376246729.7896445,2022-04-21,361,164.3,Poor,Terminated,434,Taylor Company Ltd,P346950710E,2021-02-11,Jasonburgh,Small,597,Construction & Civil Works,369067851,2022-04-21,Supply and delivery of construction & civil works items,Ministry of Couple
C-2863,2863,777,7078773.329675609,2022-07-21,3,3.91,Good,Completed,1877,Hess Wide Limited,P850115402D,2017-05-31,South Lancemouth,Small,818,Office Stationery & Supplies,7017571,2022-07-21,Supply and delivery of office stationery & supplies items,Ministry of Feel
C-2864,2864,686,4411234.563865883,2021-11-12,37,0.68,Good,Completed,-895,Bauer Article Limited,P984379899N,2024-04-25,Allisonland,Large,531,Medical Supplies & Pharmaceuticals,4494203,2021-11-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Republican
C-2865,2865,417,132879150.00086057,2024-12-04,3,4.62,Good,Completed,2846,Moreno Economy Ltd,P550773824F,2017-02-18,East Jenniferland,Large,698,Construction & Civil Works,131036620,2024-12-04,Supply and delivery of construction & civil works items,Ministry of Already
C-2866,2866,17,5471306.13251756,2021-07-25,91,22.34,Good,Completed,-488,Wilson Value Ventures,P676567501W,2022-11-25,Kaylamouth,Small,334,Motor Vehicles & Spare Parts,5314802,2021-07-25,Supply and delivery of motor vehicles & spare parts items,Ministry of Know
C-2867,2867,314,6033222.780141553,2021-01-28,4,0.53,Good,Completed,615,James These Agencies,P363850592F,2019-05-24,Jonathanfort,Large,706,ICT Equipment & Software,6056452,2021-01-28,Supply and delivery of ict equipment & software items,Ministry of Information
C-2868,2868,478,7309266.833789292,2024-02-04,41,4.12,Good,Completed,-78,Robertson Cold Limited,P170455681T,2024-04-22,Taylorhaven,Small,823,Motor Vehicles & Spare Parts,6965999,2024-02-04,Supply and delivery of motor vehicles & spare parts items,Ministry of They
C-2869,2869,14,433049494.77189857,2020-08-21,26,1.07,Good,Completed,700,Richards Water Ltd,P726563708Z,2018-09-21,Jeffreyberg,Large,541,Construction & Civil Works,415215819,2020-08-21,Supply and delivery of construction & civil works items,Ministry of Sure
C-2870,2870,86,10345461.35769647,2020-06-30,17,1.11,Good,Completed,-1396,Garcia High Agencies,P782454310D,2024-04-26,South Gregory,Small,737,ICT Equipment & Software,9979622,2020-06-30,Supply and delivery of ict equipment & software items,Ministry of Rich
C-2871,2871,426,3067622.860887561,2024-05-24,46,20.0,Good,Completed,299,Wright Maintain Agencies,P209422179Z,2023-07-30,North Alexander,Medium,353,Office Stationery & Supplies,2962750,2024-05-24,Supply and delivery of office stationery & supplies items,Ministry of Reality
C-2872,2872,835,7176756.247212586,2025-03-04,20,22.05,Good,Completed,420,Schneider Money Enterprise,P673313757Z,2024-01-09,Levytown,Medium,455,Consultancy Services,7185757,2025-03-04,Supply and delivery of consultancy services items,Ministry of Suggest
C-2873,2873,393,5068706.264072523,2024-11-02,0,2.21,Good,Completed,527,Bell Laugh Enterprise,P437695739Y,2023-05-25,East Joshua,Large,837,Consultancy Services,5006526,2024-11-02,Supply and delivery of consultancy services items,Ministry of College
C-2874,2874,118,28678227.499359015,2021-11-29,51,20.0,Good,Completed,-468,Collins Address Ltd,P692975437A,2023-03-12,East Victoriaville,Medium,357,ICT Equipment & Software,27526790,2021-11-29,Supply and delivery of ict equipment & software items,Ministry of Paper
C-2875,2875,267,8583670.347490832,2023-01-15,95,22.82,Good,Completed,-281,Bush Road Group,P856975382F,2023-10-23,Timothyside,Small,417,Motor Vehicles & Spare Parts,8377304,2023-01-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Rich
C-2876,2876,301,3952125.5255915364,2022-09-23,42,22.89,Good,Completed,1258,Harper Remember Group,P978731508U,2019-04-14,West Nancy,Small,456,Office Stationery & Supplies,3796458,2022-09-23,Supply and delivery of office stationery & supplies items,Ministry of Mention
C-2877,2877,617,1728253.4608442965,2023-12-03,78,20.0,Good,Completed,-596,Wilkins Push Ventures,P630824004C,2025-07-21,East Melissahaven,Small,448,Consultancy Services,1715270,2023-12-03,Supply and delivery of consultancy services items,Ministry of Religious
C-2878,2878,55,6701666.088904922,2022-05-30,19,0.19,Good,Completed,1044,Hartman Least Enterprise,P750911797G,2019-07-21,South Rachelborough,Medium,519,Consultancy Services,6545860,2022-05-30,Supply and delivery of consultancy services items,Ministry of Spend
C-2879,2879,680,466962605.596461,2020-04-29,322,214.35,Poor,Terminated,-718,Diaz Pressure Ventures,P356395115U,2022-04-17,Lake Tammyfurt,Small,526,Construction & Civil Works,454985940,2020-04-29,Supply and delivery of construction & civil works items,Ministry of Large
C-2880,2880,938,4748393.012713265,2021-07-20,15,0.85,Good,Completed,-98,Alvarez Too Group,P267837613G,2021-10-26,South Joseshire,Small,796,Medical Supplies & Pharmaceuticals,4775195,2021-07-20,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Protect
C-2881,2881,458,8130573.11261993,2020-09-11,16,4.69,Good,Completed,813,Williams Owner Agencies,P690195758F,2018-06-21,North Michael,Medium,577,Office Stationery & Supplies,8231526,2020-09-11,Supply and delivery of office stationery & supplies items,Ministry of Surface
C-2882,2882,37,485151.48287518625,2024-10-24,15,1.35,Good,Completed,718,Young Call Enterprise,P711684318P,2022-11-06,New Christophershire,Medium,517,Cleaning & Sanitary Services,484903,2024-10-24,Supply and delivery of cleaning & sanitary services items,Ministry of Little
C-2883,2883,97,9164564.723829607,2023-01-05,20,2.42,Good,Completed,1444,Ward Five Enterprise,P115191689T,2019-01-22,West Brandon,Small,622,Consultancy Services,9270216,2023-01-05,Supply and delivery of consultancy services items,Ministry of Statement
C-2884,2884,230,9519578.438441716,2022-11-03,0,4.93,Good,Completed,1552,Wilson Simply Enterprise,P299767568F,2018-08-04,Mcintyreville,Medium,765,Cleaning & Sanitary Services,9654634,2022-11-03,Supply and delivery of cleaning & sanitary services items,Ministry of Government
C-2885,2885,380,5554596.453432811,2025-01-23,8,0.0,Good,Completed,738,Wiley Look Group,P624033772U,2023-01-16,Port Kimland,Small,500,Cleaning & Sanitary Services,5621980,2025-01-23,Supply and delivery of cleaning & sanitary services items,Ministry of His
C-2886,2886,139,15312901.478165891,2020-09-01,46,4.15,Good,Completed,-1163,Hall Suffer Group,P478301747O,2023-11-08,New John,Small,601,ICT Equipment & Software,15159576,2020-09-01,Supply and delivery of ict equipment & software items,Ministry of Country
C-2887,2887,998,3523687.6279464494,2025-11-18,50,20.0,Good,Completed,540,Keller Long Limited,P774692904R,2024-05-27,West Taramouth,Medium,374,Motor Vehicles & Spare Parts,3446386,2025-11-18,Supply and delivery of motor vehicles & spare parts items,Ministry of Night
C-2888,2888,889,6972228.213608703,2024-07-22,13,5.77,Good,Completed,418,Mccullough Chair Group,P828005909J,2023-05-31,West Angelbury,Small,600,Cleaning & Sanitary Services,6772028,2024-07-22,Supply and delivery of cleaning & sanitary services items,Ministry of Truth
C-2889,2889,643,6466292.095163156,2024-01-18,19,22.37,Good,Completed,858,Frederick Even Agencies,P469517811B,2021-09-12,Martinezborough,Medium,457,Office Stationery & Supplies,6561202,2024-01-18,Supply and delivery of office stationery & supplies items,Ministry of Citizen
C-2890,2890,165,4370020.670366426,2020-01-16,52,20.0,Good,Completed,74,Hernandez Wind Agencies,P609241268E,2019-11-03,Port Christopherchester,Small,467,Medical Supplies & Pharmaceuticals,4394329,2020-01-16,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Yourself
C-2891,2891,882,1337132.3787299967,2025-08-08,0,2.58,Good,Completed,2420,Bruce Choose Ltd,P479160679S,2018-12-23,Huberburgh,Small,848,Cleaning & Sanitary Services,1299728,2025-08-08,Supply and delivery of cleaning & sanitary services items,Ministry of Performance
C-2892,2892,222,394189627.46767086,2021-07-18,432,121.29,Poor,Terminated,-1278,Hughes Culture Ventures,P632794158S,2025-01-16,Richardsonhaven,Small,845,Construction & Civil Works,401546212,2021-07-18,Supply and delivery of construction & civil works items,Ministry of Myself
C-2893,2893,719,904606.086871209,2024-11-15,0,0.0,Good,Completed,923,Young More Limited,P396222040Z,2022-05-07,Lake Jonathanfurt,Small,762,Consultancy Services,867128,2024-11-15,Supply and delivery of consultancy services items,Ministry of Should
C-2894,2894,396,270623591.7876326,2025-03-26,375,148.23,Poor,Terminated,977,Bowers Student Agencies,P356990522F,2022-07-23,Rodriguezfort,Small,818,Construction & Civil Works,258990014,2025-03-26,Supply and delivery of construction & civil works items,Ministry of Learn
C-2895,2895,41,16748437.35931548,2020-04-16,25,7.53,Good,Completed,-1679,Wood Coach Ventures,P570497096I,2024-11-20,Cherylhaven,Small,784,Construction & Civil Works,16954802,2020-04-16,Supply and delivery of construction & civil works items,Ministry of Father
C-2896,2896,809,6369573.147220959,2020-03-28,11,1.47,Good,Completed,1393,Riggs Check Group,P739460592J,2016-06-04,Mullinschester,Small,537,Cleaning & Sanitary Services,6177449,2020-03-28,Supply and delivery of cleaning & sanitary services items,Ministry of Trip
C-2897,2897,172,1298522.3402874095,2022-12-08,56,20.85,Good,Completed,430,Morales Change Ventures,P895609471O,2021-10-04,North Julieborough,Small,390,Medical Supplies & Pharmaceuticals,1267498,2022-12-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Hit
C-2898,2898,9,307286252.53660405,2020-04-19,213,129.87,Poor,Terminated,-913,Miles Result Enterprise,P795822698E,2022-10-19,New Jessica,Small,775,Construction & Civil Works,294003968,2020-04-19,Supply and delivery of construction & civil works items,Ministry of Place
C-2899,2899,891,7358276.299051898,2024-02-12,38,22.12,Good,Completed,75,Wang Deal Group,P124211427F,2023-11-29,Rhodesland,Small,473,Consultancy Services,7120480,2024-02-12,Supply and delivery of consultancy services items,Ministry of Entire
C-2900,2900,646,4055273.0380124687,2022-07-21,58,20.15,Good,Completed,-813,Davidson Without Ltd,P462267940A,2024-10-11,Sweeneyland,Small,429,Medical Supplies & Pharmaceuticals,3933538,2022-07-21,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Republican
C-2901,2901,642,45852054.8152501,2021-10-10,73,52.95,Poor,Completed,1146,Combs Big Limited,P583027931V,2018-08-21,Jordanstad,Small,341,ICT Equipment & Software,44613896,2021-10-10,Supply and delivery of ict equipment & software items,Ministry of Tell
C-2902,2902,430,349359.7506483919,2020-02-21,33,20.0,Good,Completed,1293,Glass Lead Ltd,P982277976U,2016-08-07,Crawfordfurt,Small,459,Cleaning & Sanitary Services,338366,2020-02-21,Supply and delivery of cleaning & sanitary services items,Ministry of Example
C-2903,2903,464,9196822.178854873,2021-01-26,37,0.85,Good,Completed,305,Avila Dream Limited,P694425527D,2020-03-27,Cardenaschester,Large,584,Office Stationery & Supplies,9354326,2021-01-26,Supply and delivery of office stationery & supplies items,Ministry of Heavy
C-2904,2904,796,4720506.890902915,2022-07-02,13,0.0,Good,Completed,2030,May Just Ventures,P589657032Y,2016-12-10,Hansonmouth,Small,542,Cleaning & Sanitary Services,4507900,2022-07-02,Supply and delivery of cleaning & sanitary services items,Ministry of Likely
C-2905,2905,147,9250533.576912673,2021-12-12,15,0.66,Good,Completed,-1093,Hoffman Whole Enterprise,P755070775O,2024-12-09,Lake Madisonport,Large,847,Medical Supplies & Pharmaceuticals,8905348,2021-12-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Provide
