supplier_id,supplier_name,kra_pin,incorporation_date,location,company_size,credit_score
732,Patterson Stand Enterprise,P144910623M,2024-12-21,Cortezfurt,Small,411
733,Newton Phone Group,P675696756H,2022-03-18,New Danielmouth,Small,533
734,Williams Else Limited,P656952733I,2024-05-14,Terrellton,Medium,311
735,Black Professor Ltd,P152930584M,2021-09-03,Scottport,Small,717
736,Mitchell Compare Group,P553615317S,2023-11-01,Lake Zacharyberg,Small,369
737,Lucas Believe Enterprise,P875936087G,2020-09-24,East Kimberlyside,Large,431
738,Gutierrez Little Group,P126749178L,2017-06-13,Garzaborough,Medium,835
739,Davis Game Agencies,P842725930P,2024-12-02,Lake Jessica,Small,768
740,Mccarthy Protect Agencies,P489707503F,2017-01-03,Acostahaven,Medium,704
741,Moore Oil Limited,P508673666C,2022-03-20,West Ariana,Medium,487
742,Hernandez Trouble Ltd,P255270986L,2022-09-10,South Kylemouth,Small,572
743,White Way Ventures,P241273318M,2018-12-25,New Kathytown,Small,814
744,Foley Of Group,P966997739A,2020-09-06,Youngshire,Small,354
745,Chavez Letter Ventures,P185260383M,2022-09-10,East Nicoleview,Small,835
746,Grant That Limited,P322949179D,2022-04-18,East Brian,Small,458
747,Thomas Alone Ventures,P816182084K,2019-08-02,Markland,Medium,618
748,Butler Could Agencies,P273232379R,2016-08-02,Cherylshire,Small,408
749,Thompson Lose Ventures,P904592121L,2023-12-21,Sarahland,Medium,416
750,Morris Water Ventures,P506883029E,2023-10-13,Bridgesland,Small,731
751,Taylor Run Group,P394654666V,2019-01-09,Warrenborough,Small,482
752,Rodriguez Show Ltd,P775360627H,2022-03-20,South Jenniferport,Small,445
753,Abbott Event Ventures,P664134530K,2020-05-14,Sarashire,Small,775
754,Daniel Modern Enterprise,P628822629Z,2021-01-22,New Jesse,Medium,417
755,Lee By Group,P125755631D,2019-01-01,Lake Melaniechester,Small,497
756,Cook Opportunity Ventures,P965482632O,2020-03-27,North Danielle,Small,346
757,King Author Enterprise,P430468261T,2022-12-30,Katieville,Medium,377
758,Peterson Shake Ventures,P710874853N,2022-12-15,Port Gregorymouth,Small,436
759,Nielsen Measure Limited,P609490977Z,2024-06-07,Lake Derekberg,Small,804
760,Mcclain Not Ventures,P459821251D,2022-05-15,Reillyton,Small,349
761,Evans Share Enterprise,P828209159U,2024-06-12,East Barbaramouth,Small,553
762,Barron Health Agencies,P171095709J,2024-02-03,Marymouth,Small,725
763,Sims Thousand Enterprise,P278208378K,2025-12-07,Lopezville,Small,648
764,Walton Season Group,P437691152T,2024-09-28,West Robertfort,Small,373
765,Watson Themselves Group,P424945099N,2024-11-12,Gregorystad,Medium,559
766,Strickland White Agencies,P199432918C,2023-12-12,Port Timothyhaven,Medium,612
767,Peterson Member Ventures,P886452604H,2017-08-20,Kimberlyberg,Medium,481
768,Garcia Writer Agencies,P654208214R,2023-10-16,East Jenny,Medium,487
769,Reeves Nearly Ltd,P224377946A,2020-09-09,Sarahland,Medium,847
770,Small Board Group,P658966058X,2019-06-06,Andrewport,Small,713
771,Clark Deep Agencies,P306744311S,2022-06-26,Amandamouth,Small,462
772,Nelson Coach Ventures,P393815375H,2022-10-22,New Anitaville,Medium,699
773,Bell From Agencies,P391039983J,2018-02-28,Audreyburgh,Small,504
774,Austin Ground Agencies,P680440242C,2016-10-22,East Anthonyton,Small,527
775,Brown Last Enterprise,P520817418L,2017-02-25,Jensenport,Small,549
776,Gonzalez Son Enterprise,P820341458Z,2019-06-03,Port Kathyshire,Small,495
777,Hess Wide Limited,P850115402D,2017-05-31,South Lancemouth,Small,818
778,Meza Charge Agencies,P762436526Q,2020-10-19,Philipmouth,Medium,502
779,Khan Long Ventures,P623456368B,2023-12-26,South Danielfort,Small,498
780,Jackson Special Group,P474322976M,2020-09-15,New Dakota,Small,791
781,Robles Gas Agencies,P697161367P,2024-04-09,Port Kevinmouth,Medium,613
782,Gutierrez Pressure Group,P361661280J,2020-02-08,South Patrick,Small,430
783,Cervantes Perhaps Limited,P562942172Y,2019-07-03,Bradleymouth,Small,604
784,Young Recognize Enterprise,P818983106E,2021-07-17,Wilsonmouth,Small,683
785,Davis Light Ventures,P289165396T,2019-05-08,Jonesville,Small,724
786,Carlson Ten Ltd,P506852607U,2022-12-14,Newmanton,Small,789
787,Montoya Very Ltd,P723594774W,2016-12-31,Port Dwayneberg,Medium,588
788,Carter Power Ltd,P720549135C,2020-08-16,East Erin,Large,653
789,Hudson White Ventures,P829670847T,2019-04-06,Robbinsstad,Medium,722
790,Aguilar Population Agencies,P648063464Z,2025-12-31,Port Kelly,Small,793
791,Dunn Argue Agencies,P100905503T,2019-10-15,Danielport,Medium,816
792,Young Scientist Limited,P733683639Z,2024-10-02,Jenniferfurt,Medium,356
793,Gardner Recognize Limited,P286197687E,2019-11-29,East Angela,Small,443
794,Ward Key Enterprise,P265643247S,2024-07-12,East Alexander,Medium,385
795,Thomas Value Ventures,P622591579Q,2022-07-31,Proctorberg,Small,593
796,May Just Ventures,P589657032Y,2016-12-10,Hansonmouth,Small,542
797,Arnold Listen Ltd,P513084285W,2021-03-10,East Roger,Small,690
798,Jimenez Side Group,P354208336T,2016-03-03,Robertside,Small,682
799,Johnson Always Ventures,P710045960E,2021-11-10,Danielfort,Medium,513
800,Miller Show Group,P885220076H,2025-09-18,Stevenland,Medium,680
801,Bishop Else Ltd,P607291015O,2021-04-30,Lake Cynthiashire,Small,325
802,Brown Gun Ltd,P674487589X,2019-03-22,South Shawnfort,Small,553
803,Rivera Head Enterprise,P957085656S,2021-11-01,Garyport,Large,396
804,Elliott Ask Limited,P775705787E,2023-05-14,New Brett,Small,735
805,Lamb Probably Ltd,P129311097S,2025-12-31,Millerhaven,Small,726
806,Bowers Entire Enterprise,P242312411N,2016-11-11,Joshuaview,Small,803
807,Rodriguez Contain Ventures,P735408331V,2016-03-27,Lake Sean,Small,807
808,Green School Ventures,P353613398F,2024-03-05,Port Alison,Medium,784
809,Riggs Check Group,P739460592J,2016-06-04,Mullinschester,Small,537
810,Young Less Limited,P879535586O,2023-10-20,East Becky,Small,767
811,Brown Everything Agencies,P911194689H,2024-07-07,East Stevenfort,Medium,686
812,Reese Soldier Group,P671789890O,2019-02-09,Vegafurt,Large,339
813,Thomas Truth Agencies,P566792435A,2020-11-03,Saramouth,Small,428
814,Stewart Next Group,P833232853C,2019-12-01,New Danachester,Medium,559
815,Pearson Explain Agencies,P459668515R,2022-03-15,Leahview,Medium,843
816,Myers Spring Ltd,P825088319V,2022-08-22,Lake Emily,Medium,315
817,Meyer Research Ltd,P841180707L,2023-10-20,Amytown,Small,832
818,Smith Billion Agencies,P663998215G,2024-05-31,Bellport,Medium,559
819,Johnson President Ventures,P198721207D,2018-08-13,New Danielle,Medium,546
820,Wilson Total Enterprise,P749276419I,2023-03-06,Douglasshire,Medium,430
821,Lopez Bring Ltd,P846952406L,2024-02-17,Kennethland,Small,681
822,Livingston Factor Agencies,P926093073B,2022-06-26,Jonathanland,Medium,775
823,Brown Important Group,P457185297D,2018-11-13,Stephanieview,Small,785
824,Jones Without Limited,P315466821N,2017-11-15,Whitefort,Small,676
825,Fernandez Lawyer Enterprise,P334490716N,2017-03-07,South Jenniferville,Large,663
826,Jones Should Ventures,P369075781X,2016-06-11,Smithfort,Small,525
827,Bowman Worker Agencies,P140625696Q,2017-08-01,Adamsmouth,Medium,775
828,Andrews Myself Agencies,P859785782X,2025-02-21,Mendozafurt,Small,576
829,Norman Stock Ventures,P175268966I,2024-07-15,North Patrick,Medium,489
830,Chan Campaign Ltd,P709073484I,2022-12-27,Mathewport,Small,845
831,Chen Radio Ltd,P197352922X,2020-02-07,Christophermouth,Medium,637
832,Roberts Degree Limited,P289642463J,2023-09-13,South Donnaport,Medium,578
833,Mosley Professor Agencies,P839639093W,2023-01-21,Millermouth,Medium,588
834,Taylor Data Ventures,P127235036U,2023-06-14,South Paul,Medium,365
835,Schneider Money Enterprise,P673313757Z,2024-01-09,Levytown,Medium,455
836,Brown Store Agencies,P874180734C,2016-06-19,Wilsonhaven,Medium,423
837,Gregory Two Ltd,P676128415J,2020-09-05,North Benjamin,Medium,490
838,Valdez Market Enterprise,P763971973C,2017-07-06,Lake Deborah,Medium,442
839,Chen West Group,P430000948Y,2016-03-28,South Cherylshire,Small,601
840,Roth Build Ventures,P633803762M,2016-09-25,North Linda,Large,759
841,Cain Sing Ltd,P828424128Z,2020-05-10,Davidshire,Medium,506
842,Morris Student Limited,P328955937W,2021-07-22,New Glennland,Medium,550
843,Thomas Just Enterprise,P280443225S,2017-04-21,Angelamouth,Small,653
844,Perkins Cell Agencies,P207339659Y,2018-07-14,Stricklandtown,Small,800
845,Miller Account Agencies,P292643087F,2024-11-22,Robertfort,Small,841
846,Harris Push Agencies,P390930074H,2023-01-08,Jenkinsburgh,Small,580
847,Johnson Couple Agencies,P870086298F,2022-03-15,Lake Margaretport,Large,382
848,Smith Eat Agencies,P306054135H,2019-07-29,New Michaelside,Large,725
849,Marshall Produce Enterprise,P807947148N,2021-03-04,Brianville,Medium,472
850,Jennings Which Agencies,P609396906F,2024-01-24,East Elizabeth,Medium,674
851,Newman Feel Ltd,P325045286B,2016-07-11,Matthewmouth,Small,697
852,Yang Wish Agencies,P676986599L,2016-07-12,Port Anthony,Small,764
853,Jones Easy Agencies,P874600661C,2021-03-30,Robertmouth,Small,675
854,Rodriguez Drive Ventures,P205295567P,2018-05-25,Kanefurt,Small,502
855,Jones Pay Group,P620128825D,2025-01-04,Thomasmouth,Small,633
856,Brooks Lot Agencies,P872902148M,2017-11-16,Theresaborough,Small,367
857,Johnson Outside Ventures,P164050550R,2019-06-16,North Melissa,Medium,426
858,Jackson Gun Group,P336065965S,2020-09-06,Port Laura,Medium,731
859,Whitehead Participant Agencies,P693516844O,2025-08-16,South Melodyfort,Small,793
860,Robinson Material Limited,P998710123D,2024-09-19,Alexischester,Small,624
861,Wright Generation Ventures,P566271010L,2023-06-17,New Sophia,Small,500
862,Villanueva Key Group,P147485372C,2025-03-26,Quinnhaven,Small,334
863,Schmidt Measure Ltd,P969426488Z,2016-06-06,South Tylerland,Small,779
864,Smith Sign Ltd,P536602838N,2021-09-06,West Kenneth,Small,642
865,Davis Media Ventures,P818371516T,2022-07-28,Lake Stephen,Large,473
866,Silva Look Ltd,P597959196X,2021-10-19,Port Jacqueline,Small,705
867,Savage Produce Group,P598533805T,2017-12-11,Port Courtneyfurt,Medium,804
868,Cook Alone Group,P418461071B,2025-01-11,Helenside,Medium,754
869,Clark Reveal Ventures,P186929107N,2021-11-06,Jillton,Small,705
870,Kent Himself Ventures,P155364901H,2021-03-30,Diazton,Small,791
871,Thompson Operation Limited,P856852333E,2019-10-02,East Tina,Small,646
872,Wilson Mean Ltd,P891755809W,2018-06-25,Port Julie,Small,386
873,Gomez Example Agencies,P640699840R,2018-05-08,Ramirezland,Small,561
874,Chavez More Limited,P665521130H,2019-10-28,Mckinneyside,Large,766
875,Hayes Hold Ventures,P958890239R,2025-02-02,East Patriciamouth,Small,740
876,Myers Country Group,P409637808E,2016-12-19,East Joshuaberg,Small,723
877,Golden Near Agencies,P773532691B,2021-01-22,Robertside,Medium,348
878,Wells Kitchen Agencies,P576591102V,2025-05-31,West Jaimetown,Small,435
879,Hall Yourself Enterprise,P657938247P,2024-10-24,Robertmouth,Medium,640
880,Buchanan Mention Group,P737112501Q,2022-08-27,Ellisshire,Small,617
881,Clarke Congress Limited,P947469747Q,2017-06-01,South Nathan,Small,681
882,Bruce Choose Ltd,P479160679S,2018-12-23,Huberburgh,Small,848
883,Mitchell Continue Ltd,P860328560S,2023-03-20,East John,Medium,482
884,Stewart Card Ltd,P573400575Q,2016-07-04,Jackside,Small,793
885,Wade Guy Enterprise,P258853889X,2023-03-03,Fernandezburgh,Small,426
886,Martinez Ago Agencies,P534395495F,2021-06-07,South Sarah,Small,467
887,Cordova Office Ventures,P644826299V,2017-08-28,Thomasport,Medium,755
888,Webster Painting Group,P816065251J,2025-10-16,Morganville,Medium,567
889,Mccullough Chair Group,P828005909J,2023-05-31,West Angelbury,Small,600
890,Davis Around Limited,P752997384P,2020-07-22,New Alicia,Large,549
891,Wang Deal Group,P124211427F,2023-11-29,Rhodesland,Small,473
892,Foster Military Agencies,P441189853M,2025-11-08,Lake Michaelberg,Small,623
893,Patterson Imagine Agencies,P500324401A,2023-04-04,Michaelport,Medium,719
894,Sawyer Begin Limited,P331600910U,2025-11-14,Figueroachester,Small,711
895,Roberts Sure Ventures,P881684761B,2024-02-18,Taylorshire,Large,631
896,Thomas Floor Limited,P609611966H,2022-01-28,Carlshire,Small,340
897,Davis It Limited,P785912716R,2023-08-29,Thompsonmouth,Medium,404
898,Fischer Certain Limited,P313951180L,2023-03-14,Robertsfort,Small,565
899,Mckenzie They Agencies,P728362577T,2016-07-08,Hansenmouth,Medium,417
900,Moody Class Ltd,P382047307T,2018-05-05,Martinezport,Medium,839
901,Vasquez Rise Enterprise,P792333529P,2020-04-07,North Kathyfort,Medium,813
902,Jones Skill Group,P488436316L,2026-01-15,Cunninghamview,Small,649
903,Alvarez Rule Limited,P978622319H,2022-05-18,Williamshire,Small,567
904,Green Party Enterprise,P162825060J,2016-04-09,Stevenberg,Small,610
905,Brown Herself Group,P550449730O,2019-09-02,Brandonport,Small,656
906,Mayer My Group,P308107088X,2021-05-23,Port Cody,Medium,426
907,Stephens Turn Ltd,P439528365R,2023-08-16,Josephstad,Medium,804
908,Carpenter Than Agencies,P254315506A,2017-01-20,New Juan,Medium,737
909,Jenkins Will Enterprise,P275051213G,2023-11-19,East Wesley,Small,728
910,Pope Operation Ltd,P758663681S,2024-05-30,South Stevenland,Small,329
911,Anderson Adult Ventures,P614878782W,2017-04-05,Hannahberg,Small,750
912,Preston Picture Enterprise,P661697010W,2024-04-07,Geraldport,Medium,340
913,Olsen Doctor Enterprise,P238206116S,2016-05-20,Lake Jeremy,Small,417
914,Anderson Bar Ventures,P556130975S,2017-05-07,North Andrewfort,Small,589
915,Williams Box Ventures,P135210907Y,2023-09-02,South Davidview,Small,495
916,Turner Action Group,P910192189G,2016-07-12,New Jamieborough,Medium,492
917,Bell Believe Ventures,P256290615V,2017-12-11,Stacystad,Small,501
918,Wyatt Statement Ventures,P882278994N,2019-08-14,New Ashley,Small,718
919,Lane Address Enterprise,P667836278N,2017-02-01,West George,Small,774
920,Smith Share Agencies,P205962980N,2023-08-21,Richardsonshire,Small,624
921,Nunez Both Limited,P294184632W,2017-12-12,Colemanhaven,Medium,739
922,Rodriguez Former Ventures,P232731028D,2018-05-16,New Derekstad,Small,330
923,Hawkins Amount Ventures,P188313058U,2023-02-22,Wilsonport,Small,733
924,Fitzgerald Right Group,P576693984O,2020-08-31,Robertschester,Small,643
925,Jones Thought Enterprise,P961609527E,2017-12-25,Harryfort,Small,454
926,Sanders Necessary Agencies,P807110812R,2022-10-26,North Douglasfurt,Small,747
927,Madden Site Enterprise,P281165175E,2023-01-17,Theresamouth,Small,561
928,Anthony International Enterprise,P231814874O,2018-02-05,Hardyview,Small,544
929,Miranda Personal Agencies,P393102301W,2023-09-29,Kellyfurt,Small,421
930,Dixon Choice Group,P924633240D,2025-12-21,North Johnfort,Small,423
931,Dunlap All Group,P206948323V,2018-05-28,Port Carlostown,Small,500
932,Reyes Respond Ltd,P451066210J,2025-10-25,Christyville,Small,358
933,Guerrero Nature Agencies,P924174273F,2023-09-12,Harrisfort,Small,408
934,Green Gun Agencies,P969174243I,2020-12-30,Port Anthonychester,Small,464
935,Wilson Listen Ltd,P437755361Y,2024-11-24,Stevenston,Small,664
936,Hopkins State Agencies,P425391629T,2017-11-12,South Ryan,Small,642
937,Price South Enterprise,P217448021K,2019-03-22,Kellerside,Small,653
938,Alvarez Too Group,P267837613G,2021-10-26,South Joseshire,Small,796
939,Jensen Head Group,P922991714S,2025-10-21,Bryanshire,Small,832
940,Hood Happy Ventures,P969251370V,2016-07-18,Port Patriciamouth,Medium,798
941,Patterson Heavy Ltd,P542306042W,2019-11-26,Lake Johnbury,Small,579
942,Watkins Whether Group,P838724998E,2022-07-30,Dannyburgh,Small,410
943,Nguyen Magazine Limited,P806272779B,2016-04-17,Adamsfort,Small,734
944,Odom Huge Group,P712412455Y,2021-12-22,Ashleyfort,Large,403
945,Leonard Great Agencies,P633361273G,2017-02-04,Garrettport,Small,464
946,Graham Model Group,P782303013Y,2019-09-24,Port Melissaborough,Small,816
947,Williams Painting Ltd,P531673580Z,2018-12-20,New Julia,Medium,363
948,Richard Beyond Enterprise,P735509839V,2017-01-05,Carloshaven,Large,566
949,Clark Stuff Agencies,P182314758P,2020-11-06,Williamport,Small,439
950,Fernandez Decision Agencies,P544866541Z,2020-06-04,Colleenmouth,Small,694
951,Kelley Upon Ventures,P119975163O,2022-10-24,New Victor,Small,483
952,Holloway Writer Ventures,P601754527R,2022-09-14,Michaelton,Small,823
953,Diaz Choose Agencies,P358099562J,2021-04-26,Meganchester,Small,446
954,Greer Attack Limited,P780674456N,2019-04-14,Adamsport,Large,527
955,Scott Plant Agencies,P353542478Z,2022-07-22,North Edward,Small,515
956,Robles Force Enterprise,P598387685F,2016-05-16,Hendersonton,Small,798
957,Nelson Air Limited,P377451497Y,2018-02-11,Donnaburgh,Medium,381
958,Williams Seven Ventures,P621668838Y,2022-07-16,North Micheleland,Medium,664
959,Evans Attack Enterprise,P537020273X,2019-03-27,South Sherryberg,Small,628
960,Duncan Month Ventures,P229539022H,2018-06-16,Tylerland,Small,636
961,Martinez Surface Ltd,P436521776V,2018-06-23,Shafferbury,Small,446
962,Robinson Both Agencies,P288070455N,2025-06-14,Scottview,Small,312
963,Brown None Agencies,P502336411S,2024-09-22,West Amyfort,Small,413
964,Richmond Until Agencies,P942106991J,2022-12-04,Thomasstad,Medium,619
965,Smith West Agencies,P750488622C,2024-04-23,Lake Samanthabury,Medium,503
966,Cruz Purpose Limited,P852281566X,2018-08-17,New Michellemouth,Small,846
967,Browning Increase Agencies,P374377213T,2019-12-25,Port Katherineport,Large,602
968,Zamora Whole Enterprise,P571207136O,2018-03-14,Natashachester,Large,563
969,Hill Be Limited,P983901883X,2023-12-28,Ruizchester,Medium,626
970,Cook Knowledge Agencies,P980727404G,2025-05-12,Lake Jose,Small,364
971,Fisher Shoulder Ventures,P973411714J,2016-10-04,Shawntown,Medium,300
972,Davidson Create Group,P776625216C,2023-09-19,North Richard,Small,487
973,Edwards Beautiful Ltd,P219000878K,2022-05-19,New Jennifer,Medium,846
974,Banks Case Limited,P737819952R,2023-10-10,Sparksmouth,Small,834
975,Russo Cell Ltd,P379902891L,2020-08-11,Laurenborough,Medium,683
976,Richardson Increase Ventures,P505144293K,2016-12-09,North Stacy,Small,657
977,Holland Produce Enterprise,P345572533F,2025-04-30,Gonzalezburgh,Small,487
978,Williamson Plan Group,P379342292J,2016-08-04,West Georgeshire,Large,589
979,Higgins Learn Group,P930388241D,2017-04-08,Wilsonborough,Large,422
980,Atkins Station Agencies,P385833129S,2018-01-01,Reyeschester,Small,674
981,Greene Than Limited,P403833764U,2024-08-29,South Henry,Medium,657
982,Johnson Everybody Ventures,P352850765N,2024-01-08,Solomonstad,Small,773
983,Holland Bed Group,P111081272E,2021-12-04,Port Marcus,Medium,807
984,Mcdaniel Sell Limited,P511775108T,2023-01-10,Fitzgeraldview,Small,514
985,Hawkins Area Agencies,P457408429P,2016-10-28,Odonnellton,Small,326
986,Wagner I Agencies,P424814794Z,2016-02-24,Davidside,Small,620
987,White Condition Ltd,P640893920F,2016-07-04,Natalieberg,Medium,736
988,Page Lead Group,P252252010Q,2016-12-28,West Bradleyberg,Medium,352
989,Mcpherson Fast Enterprise,P902969226X,2021-02-01,Campbellview,Medium,330
990,Juarez Everything Ltd,P655095194U,2022-03-24,Staffordmouth,Medium,843
991,Henry City Agencies,P696651173Q,2023-06-19,Brownberg,Small,783
992,White Many Agencies,P379413359K,2016-08-22,Grahamfort,Small,459
993,Kelly Security Limited,P702212957F,2016-07-03,Vasquezberg,Small,711
994,Davis Trouble Agencies,P405067716L,2017-05-01,Lake William,Medium,707
995,Macdonald Pay Agencies,P328058634L,2018-10-28,New Katieburgh,Small,559
996,Jones Special Group,P634842369R,2020-04-05,West Anthonyville,Large,765
997,Garza Born Ventures,P998697433U,2020-01-14,North Christopher,Small,589
998,Keller Long Limited,P774692904R,2024-05-27,West Taramouth,Medium,374
999,Dennis Similar Ltd,P955808162K,2019-05-06,East Michelle,Medium,740
1000,Campbell Success Ltd,P159630273V,2024-02-11,New Stephaniefurt,Small,453
