contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days
C-2877,2877,617,1728253.4608442965,2023-12-03,78,20.0,Good,Completed,-596
C-2878,2878,55,6701666.088904922,2022-05-30,19,0.19,Good,Completed,1044
C-2879,2879,680,466962605.596461,2020-04-29,322,214.35,Poor,Terminated,-718
C-2880,2880,938,4748393.012713265,2021-07-20,15,0.85,Good,Completed,-98
C-2881,2881,458,8130573.11261993,2020-09-11,16,4.69,Good,Completed,813
C-2882,2882,37,485151.48287518625,2024-10-24,15,1.35,Good,Completed,718
C-2883,2883,97,9164564.723829607,2023-01-05,20,2.42,Good,Completed,1444
C-2884,2884,230,9519578.438441716,2022-11-03,0,4.93,Good,Completed,1552
C-2885,2885,380,5554596.453432811,2025-01-23,8,0.0,Good,Completed,738
C-2886,2886,139,15312901.478165891,2020-09-01,46,4.15,Good,Completed,-1163
C-2887,2887,998,3523687.6279464494,2025-11-18,50,20.0,Good,Completed,540
C-2888,2888,889,6972228.213608703,2024-07-22,13,5.77,Good,Completed,418
C-2889,2889,643,6466292.095163156,2024-01-18,19,22.37,Good,Completed,858
C-2890,2890,165,4370020.670366426,2020-01-16,52,20.0,Good,Completed,74
C-2891,2891,882,1337132.3787299967,2025-08-08,0,2.58,Good,Completed,2420
C-2892,2892,222,394189627.46767086,2021-07-18,432,121.29,Poor,Terminated,-1278
C-2893,2893,719,904606.086871209,2024-11-15,0,0.0,Good,Completed,923
C-2894,2894,396,270623591.7876326,2025-03-26,375,148.23,Poor,Terminated,977
C-2895,2895,41,16748437.35931548,2020-04-16,25,7.53,Good,Completed,-1679
C-2896,2896,809,6369573.147220959,2020-03-28,11,1.47,Good,Completed,1393
C-2897,2897,172,1298522.3402874095,2022-12-08,56,20.85,Good,Completed,430
C-2898,2898,9,307286252.53660405,2020-04-19,213,129.87,Poor,Terminated,-913
C-2899,2899,891,7358276.299051898,2024-02-12,38,22.12,Good,Completed,75
C-2900,2900,646,4055273.0380124687,2022-07-21,58,20.15,Good,Completed,-813
C-2901,2901,642,45852054.8152501,2021-10-10,73,52.95,Poor,Completed,1146
C-2902,2902,430,349359.7506483919,2020-02-21,33,20.0,Good,Completed,1293
C-2903,2903,464,9196822.178854873,2021-01-26,37,0.85,Good,Completed,305
C-2904,2904,796,4720506.890902915,2022-07-02,13,0.0,Good,Completed,2030
C-2905,2905,147,9250533.576912673,2021-12-12,15,0.66,Good,Completed,-1093
C-2906,2906,825,26073957.238113742,2020-03-19,2,0.09,Good,Completed,1108
C-2907,2907,579,330731521.5306881,2022-02-21,444,146.16,Poor,Terminated,1009
C-2908,2908,412,1064435.1411451031,2023-03-10,18,2.75,Good,Completed,2423
C-2909,2909,997,20327198.054603454,2021-06-28,51,16.39,Poor,Completed,531
C-2910,2910,357,3211738.344567894,2023-03-18,31,20.0,Good,Completed,714
C-2911,2911,546,7368015.3844623575,2024-05-11,38,22.28,Good,Completed,1974
C-2912,2912,520,6830743.389199423,2022-12-17,3,2.52,Good,Completed,2092
C-2913,2913,129,5985489.933623029,2021-08-24,11,0.0,Good,Completed,639
C-2914,2914,397,266992975.54913685,2024-02-18,303,96.09,Poor,Terminated,605
C-2915,2915,733,8357509.906562401,2025-07-06,13,0.45,Good,Completed,1206
C-2916,2916,440,356205051.08755577,2025-01-03,420,171.62,Poor,Terminated,559
C-2917,2917,344,563965.6030110182,2024-12-02,71,20.31,Good,Completed,-312
C-2918,2918,649,9534218.724527584,2022-10-01,65,23.76,Good,Completed,-690
C-2919,2919,457,9169799.712576035,2021-12-16,10,2.26,Good,Completed,646
C-2920,2920,905,5460908.666966123,2020-11-17,3,3.08,Good,Completed,442
C-2921,2921,93,8421339.936907131,2023-10-29,48,20.26,Good,Completed,1705
C-2922,2922,416,174092005.9791773,2020-08-09,235,80.36,Poor,Terminated,-1419
C-2923,2923,410,3089811.8869449627,2025-11-17,2,0.0,Good,Completed,2753
C-2924,2924,575,1130114.03428837,2022-01-10,27,2.73,Good,Completed,-944
C-2925,2925,127,8894849.241352264,2024-06-29,6,1.35,Good,Completed,1146
C-2926,2926,308,10091592.174766837,2022-05-28,25,2.92,Good,Completed,-341
C-2927,2927,54,6642647.8842881825,2025-09-13,18,20.0,Good,Completed,2299
C-2928,2928,928,360672768.1652905,2024-04-30,330,156.05,Poor,Terminated,2276
C-2929,2929,821,3925768.353966987,2025-04-18,1,0.53,Good,Completed,426
C-2930,2930,595,5198990.2361962525,2025-06-21,2,1.99,Good,Completed,2850
C-2931,2931,9,1450067.854782007,2024-10-04,0,1.8,Good,Completed,716
C-2932,2932,119,8958606.55403473,2021-07-25,58,21.25,Good,Completed,312
C-2933,2933,827,4678269.82806997,2023-09-10,1,0.0,Good,Completed,2231
C-2934,2934,359,218838197.86828575,2025-02-14,58,22.59,Poor,Completed,1655
C-2935,2935,245,309614883.9682149,2024-03-01,512,189.83,Poor,Terminated,1183
C-2936,2936,303,5940995.350647192,2022-03-30,18,0.0,Good,Completed,-41
C-2937,2937,137,2686247.083766664,2021-04-16,37,0.0,Good,Completed,-202
C-2938,2938,839,429021101.0387096,2022-08-15,578,130.91,Poor,Terminated,2331
C-2939,2939,982,37131279.115025125,2024-02-18,82,23.66,Poor,Completed,41
C-2940,2940,118,9532660.061535724,2021-08-29,58,20.0,Good,Completed,-560
C-2941,2941,991,5021572.1962107625,2020-04-10,16,4.01,Good,Completed,-1165
C-2942,2942,947,313049.6170186378,2025-06-16,54,20.0,Good,Completed,2370
C-2943,2943,488,3522593.737059918,2021-09-16,4,0.93,Good,Completed,960
C-2944,2944,339,45700910.548411585,2022-06-11,65,31.41,Poor,Terminated,1811
C-2945,2945,415,4182351.817908741,2024-09-09,34,1.39,Good,Completed,361
C-2946,2946,437,8419446.254093448,2020-10-11,35,0.7,Good,Completed,-224
C-2947,2947,643,324232540.5679498,2022-10-10,109,45.44,Poor,Terminated,393
C-2948,2948,834,219090417.27250308,2025-11-08,76,36.48,Poor,Completed,878
C-2949,2949,298,30464732.55440294,2020-07-31,47,22.18,Good,Completed,-608
C-2950,2950,276,607315.3084138263,2020-02-09,32,0.98,Good,Completed,-1946
C-2951,2951,183,3046240.2058761194,2021-04-29,22,4.23,Good,Completed,-1270
C-2952,2952,489,7818250.271422212,2021-09-22,40,0.0,Good,Completed,-340
C-2953,2953,187,297723023.1131784,2023-08-28,30,0.0,Good,Completed,413
C-2954,2954,771,3038838.8703775504,2023-07-12,49,21.04,Good,Completed,381
C-2955,2955,295,3478878.733102779,2023-07-28,3,2.18,Good,Completed,2297
C-2956,2956,992,8194418.681327613,2022-05-02,43,23.7,Good,Completed,2079
C-2957,2957,265,38979506.85042221,2023-05-06,92,23.82,Poor,Completed,-847
C-2958,2958,130,2714928.8131507877,2022-01-16,48,20.0,Good,Completed,-1471
C-2959,2959,151,6206343.145440288,2024-12-07,12,4.77,Good,Completed,3109
C-2960,2960,609,7294856.343752657,2022-10-09,48,0.0,Good,Completed,-152
C-2961,2961,411,5495891.819818733,2022-12-29,14,0.46,Good,Completed,1158
C-2962,2962,264,65755741.75888304,2024-03-08,55,33.18,Poor,Completed,376
C-2963,2963,143,139388697.55428538,2022-05-04,44,3.67,Good,Completed,-1059
C-2964,2964,546,6214635.640652367,2020-03-11,53,22.3,Good,Completed,452
C-2965,2965,766,3643554.7896652124,2023-06-05,31,4.11,Good,Completed,-190
C-2966,2966,252,8385340.88698704,2023-10-15,3,0.89,Good,Completed,1002
C-2967,2967,255,836933.6628885271,2025-11-28,6,0.0,Good,Completed,2563
C-2968,2968,665,1981547.09503248,2021-03-30,27,20.0,Good,Completed,-990
C-2969,2969,914,9646805.170438781,2022-03-19,16,4.7,Good,Completed,1777
C-2970,2970,615,3029724.5089696,2024-07-03,21,0.23,Good,Completed,133
C-2971,2971,56,6336574.05789458,2024-01-17,12,0.66,Good,Completed,1973
C-2972,2972,122,6234792.831139145,2020-12-07,0,0.0,Good,Completed,792
C-2973,2973,72,7391006.139235684,2020-12-31,3,0.0,Good,Completed,1564
C-2974,2974,528,9331516.241760755,2023-05-22,16,2.72,Good,Completed,-880
C-2975,2975,76,7105158.365348671,2025-12-21,13,1.23,Good,Completed,248
C-2976,2976,108,39917580.262491606,2024-07-04,107,40.3,Poor,Completed,899
C-2977,2977,878,7685289.4930891665,2023-05-04,56,22.13,Good,Completed,-758
C-2978,2978,271,36825907.700070836,2025-12-08,44,32.69,Poor,Completed,2604
C-2979,2979,666,245499203.202393,2025-07-11,257,132.25,Poor,Terminated,3240
C-2980,2980,283,21977668.341458213,2022-04-09,78,37.8,Poor,Completed,2214
C-2981,2981,894,7318520.621607055,2020-09-27,29,3.17,Good,Completed,-1874
C-2982,2982,230,40576303.32918036,2021-04-23,1,0.0,Good,Completed,993
C-2983,2983,410,9292034.951439342,2023-06-04,4,0.69,Good,Completed,1856
C-2984,2984,616,5083427.674223781,2025-03-09,0,3.13,Good,Completed,3028
C-2985,2985,241,19710525.076375443,2024-08-30,9,3.05,Good,Completed,2127
C-2986,2986,712,6101747.584057705,2025-11-14,19,21.0,Good,Completed,2358
C-2987,2987,425,4850103.554683743,2022-06-14,9,1.82,Good,Completed,2143
C-2988,2988,778,10211696.50710954,2021-04-22,44,3.05,Good,Completed,185
C-2989,2989,375,6384633.073173629,2023-08-05,15,0.0,Good,Completed,558
C-2990,2990,741,8425075.938135143,2024-08-15,53,20.0,Good,Completed,879
C-2991,2991,130,9439983.61836446,2020-08-19,41,23.34,Good,Completed,-1986
C-2992,2992,128,3330865.7165545896,2024-02-13,35,0.0,Good,Completed,-610
C-2993,2993,924,4528731.605816211,2024-07-27,14,0.0,Good,Completed,1426
C-2994,2994,505,9108995.547065372,2023-01-05,7,1.26,Good,Completed,1916
C-2995,2995,411,2836008.541060087,2022-05-09,17,2.19,Good,Completed,924
C-2996,2996,130,48450215.706869185,2022-06-04,127,67.3,Poor,Completed,-1332
C-2997,2997,450,3333818.1154521126,2022-10-13,29,20.88,Good,Completed,1829
C-2998,2998,183,14941515.491782386,2025-07-18,45,1.35,Good,Completed,271
C-2999,2999,449,8687171.87014171,2025-07-17,5,1.95,Good,Completed,1114
C-3000,3000,760,6088098.9652823685,2022-05-26,46,20.0,Good,Completed,11
C-3001,3001,625,9770775.240168976,2023-03-13,13,2.24,Good,Completed,-555
C-3002,3002,452,43779079.06959932,2024-07-29,112,50.9,Poor,Completed,1497
C-3003,3003,272,2328878.4349923236,2021-01-12,27,1.15,Good,Completed,-1503
C-3004,3004,260,8883303.889149155,2020-08-03,54,1.73,Good,Completed,296
C-3005,3005,262,3320338.2384943846,2023-12-01,38,20.36,Good,Completed,2741
C-3006,3006,201,8897014.731464434,2022-06-17,20,23.93,Good,Completed,824
C-3007,3007,331,10052198.413384479,2020-03-04,7,0.0,Good,Completed,641
C-3008,3008,153,5260569.671096785,2020-10-30,26,3.29,Good,Completed,-1737
C-3009,3009,132,9895141.765458735,2023-01-07,8,0.49,Good,Completed,1636
C-3010,3010,255,7932894.324415684,2023-08-06,22,4.58,Good,Completed,1718
C-3011,3011,124,24693600.17757216,2022-06-14,61,19.26,Poor,Completed,-855
C-3012,3012,717,478091573.25460005,2021-12-13,571,127.96,Poor,Terminated,1817
C-3013,3013,923,1218488.4900632878,2020-12-30,11,2.84,Good,Completed,-784
C-3014,3014,493,33116071.156021256,2022-10-30,85,24.04,Poor,Completed,-408
C-3015,3015,770,6419008.777513604,2025-09-16,1,1.69,Good,Completed,2294
C-3016,3016,306,132761.3095637211,2024-06-15,19,0.0,Good,Completed,1117
C-3017,3017,827,2925517.1377727813,2024-09-26,1,0.35,Good,Completed,2613
C-3018,3018,630,137691388.6308073,2023-04-24,2,1.8,Good,Completed,376
C-3019,3019,834,33039738.248319697,2021-02-26,56,20.25,Good,Completed,-838
C-3020,3020,743,215610484.7238034,2020-12-19,317,113.27,Poor,Terminated,725
C-3021,3021,382,80854043.58978878,2024-05-03,141,58.36,Poor,Completed,-526
C-3022,3022,259,5953840.772147952,2021-01-18,50,2.39,Good,Completed,-359
C-3023,3023,668,4040111.244290988,2024-04-10,0,0.79,Good,Completed,1369
C-3024,3024,679,4019025.4692199947,2021-12-08,10,0.0,Good,Completed,-860
C-3025,3025,403,474910987.39942825,2020-05-22,57,33.74,Poor,Completed,1145
C-3026,3026,932,6963186.891703556,2021-03-29,65,22.13,Good,Completed,-1671
C-3027,3027,798,3810255.337145566,2022-10-03,0,2.96,Good,Completed,2405
C-3028,3028,838,132765742.85631955,2023-08-14,42,20.64,Good,Completed,2230
C-3029,3029,279,9782880.797884306,2024-10-11,56,20.0,Good,Completed,1964
C-3030,3030,694,6471605.024225526,2022-12-31,16,2.99,Good,Completed,2521
C-3031,3031,556,9700026.840932768,2024-10-26,51,20.0,Good,Completed,360
C-3032,3032,845,58270656.56209564,2021-12-26,92,35.77,Poor,Completed,-1062
C-3033,3033,789,9176257.355992835,2025-06-14,0,0.88,Good,Completed,2261
C-3034,3034,891,8571941.286387576,2022-10-09,44,20.0,Good,Completed,-416
C-3035,3035,868,3702877.204550351,2020-01-16,31,0.0,Good,Completed,-1822
C-3036,3036,525,23733674.10398208,2024-02-03,38,17.98,Poor,Terminated,1024
C-3037,3037,811,7601254.437500126,2025-03-14,30,0.0,Good,Completed,250
C-3038,3038,116,2834717.142419651,2025-03-04,13,2.42,Good,Completed,1422
C-3039,3039,33,46461719.67214142,2024-09-11,80,20.0,Good,Completed,-17
C-3040,3040,171,995458.1954916096,2025-04-19,0,0.0,Good,Completed,3256
C-3041,3041,856,49580486.6258544,2020-09-22,145,64.87,Poor,Completed,1041
C-3042,3042,739,192953965.28983974,2023-08-22,172,107.65,Poor,Terminated,-468
C-3043,3043,154,1799059.2184258455,2024-04-15,39,0.97,Good,Completed,-620
C-3044,3044,964,7710231.493585309,2022-11-19,39,2.71,Good,Completed,-15
C-3045,3045,781,228153139.23842713,2020-05-10,86,16.91,Poor,Completed,-1430
C-3046,3046,445,16337973.62343582,2022-05-22,32,0.27,Good,Completed,158
C-3047,3047,619,10083965.660491217,2024-05-07,52,22.07,Good,Completed,2883
C-3048,3048,680,65883228.956618555,2022-03-07,80,45.03,Poor,Completed,-41
C-3049,3049,787,3969469.8894428695,2025-07-24,17,0.2,Good,Completed,3127
C-3050,3050,98,8683228.24498767,2023-11-24,20,1.42,Good,Completed,2650
C-3051,3051,17,1408191.58466531,2024-09-21,44,20.73,Good,Completed,666
C-3052,3052,69,6624496.899499242,2020-11-15,30,0.0,Good,Completed,-1052
C-3053,3053,880,7327409.374454073,2024-07-18,19,5.49,Good,Completed,691
C-3054,3054,925,10197225.277911602,2024-07-09,45,22.89,Good,Completed,2388
C-3055,3055,562,48800240.57953713,2024-04-30,48,20.24,Good,Completed,2917
C-3056,3056,458,383434937.37022364,2022-06-23,69,23.83,Poor,Completed,1463
C-3057,3057,939,6345723.547068191,2020-11-07,30,0.95,Good,Completed,-1809
C-3058,3058,35,1651794.4969753497,2024-10-09,0,0.0,Good,Completed,2374
C-3059,3059,679,4098443.412050392,2021-08-02,37,0.0,Good,Completed,-988
C-3060,3060,816,8771489.35801704,2023-11-07,57,20.0,Good,Completed,442
C-3061,3061,586,24792377.34741908,2022-10-01,0,0.0,Good,Completed,566
C-3062,3062,331,2477998.1686477754,2022-12-13,11,0.0,Good,Completed,1655
C-3063,3063,212,1215831.1932550704,2024-07-16,0,0.0,Good,Completed,905
C-3064,3064,403,8531691.152052552,2021-10-08,1,2.44,Good,Completed,1649
C-3065,3065,252,4846314.265936461,2021-12-25,19,2.8,Good,Completed,343
C-3066,3066,729,5462745.994406708,2024-03-12,45,2.32,Good,Completed,357
C-3067,3067,294,2738454.965600104,2021-08-26,4,2.29,Good,Completed,391
C-3068,3068,215,5901135.6392368125,2024-07-26,15,2.44,Good,Completed,772
C-3069,3069,986,675457.4643811752,2023-02-17,18,0.0,Good,Completed,2550
C-3070,3070,293,8570590.162915286,2021-04-29,47,22.95,Good,Completed,1795
C-3071,3071,928,3001721.341900085,2023-05-19,19,4.31,Good,Completed,1929
C-3072,3072,136,733033.0251972586,2021-09-30,24,0.0,Good,Completed,-1023
C-3073,3073,548,8991924.635227336,2024-04-17,23,3.84,Good,Completed,-72
C-3074,3074,86,1353338.0241726858,2023-10-20,16,0.51,Good,Completed,-189
C-3075,3075,988,4338687.212550509,2024-04-11,28,20.0,Good,Completed,2661
C-3076,3076,891,34787405.706029415,2021-10-08,131,48.98,Poor,Completed,-782
C-3077,3077,110,1609684.6353758443,2024-10-30,29,22.88,Good,Completed,3096
C-3078,3078,670,6585685.436624621,2020-11-17,5,4.26,Good,Completed,1301
C-3079,3079,248,448977903.3742797,2025-02-25,298,200.25,Poor,Terminated,2143
C-3080,3080,806,4404663.55545852,2023-10-27,3,0.0,Good,Completed,2541
C-3081,3081,521,6826000.33498556,2025-02-07,28,21.13,Good,Completed,2878
C-3082,3082,557,5846115.2802983895,2021-10-25,23,21.31,Good,Completed,781
C-3083,3083,382,35491852.48146413,2020-01-27,107,39.37,Poor,Completed,-2084
C-3084,3084,92,7780194.872316335,2024-04-29,5,1.23,Good,Completed,406
C-3085,3085,228,18303858.178260457,2025-03-21,44,20.98,Good,Completed,2010
C-3086,3086,256,4204661.062897458,2022-06-08,18,0.0,Good,Completed,-588
C-3087,3087,994,280225.91631330096,2025-05-25,3,0.0,Good,Completed,2946
C-3088,3088,991,2311583.837194396,2023-11-11,12,0.0,Good,Completed,145
C-3089,3089,263,8699940.670656044,2025-02-11,44,24.44,Good,Completed,1786
C-3090,3090,562,24862654.754458584,2023-02-20,40,20.0,Good,Completed,2482
C-3091,3091,258,9226964.638502594,2025-03-11,5,0.0,Good,Completed,1653
C-3092,3092,449,1788082.3929574627,2023-11-21,0,4.42,Good,Completed,510
C-3093,3093,664,121358311.76865447,2023-02-24,242,132.78,Poor,Terminated,-80
C-3094,3094,401,46135388.59128776,2022-11-26,116,40.95,Poor,Completed,2198
C-3095,3095,226,5156586.560447201,2020-02-01,4,1.45,Good,Completed,1183
C-3096,3096,932,2923775.887851022,2020-05-21,77,22.08,Good,Completed,-1983
C-3097,3097,736,1257771.2238051267,2021-11-08,39,20.0,Good,Completed,-723
C-3098,3098,39,7278278.221773768,2020-11-24,2,0.0,Good,Completed,1276
C-3099,3099,807,3838653.8309278884,2024-08-31,0,0.18,Good,Completed,3079
C-3100,3100,848,25398530.20998697,2020-09-19,3,0.0,Good,Completed,418
C-3101,3101,173,377942.1252527331,2022-02-20,29,20.68,Good,Completed,833
C-3102,3102,142,37287665.33515671,2023-06-01,81,41.77,Poor,Completed,2032
C-3103,3103,294,5875656.293763367,2025-06-08,1,1.12,Good,Completed,1773
C-3104,3104,397,4896877.067836917,2024-06-23,2,5.71,Good,Completed,731
C-3105,3105,624,2670308.627880498,2024-09-11,16,0.0,Good,Completed,1084
C-3106,3106,435,25589492.56046116,2025-05-21,64,26.64,Poor,Terminated,1641
C-3107,3107,350,477723445.70283526,2021-03-19,356,173.82,Poor,Terminated,1262
C-3108,3108,354,9776267.708516115,2020-03-12,24,22.58,Good,Completed,1073
C-3109,3109,207,434841280.6073732,2020-08-04,90,36.47,Poor,Completed,-1757
C-3110,3110,604,256750773.56596527,2023-01-16,421,155.97,Poor,Terminated,346
C-3111,3111,841,3619590.2791813156,2023-04-27,8,0.0,Good,Completed,1082
C-3112,3112,796,28187064.681682788,2025-01-28,54,19.44,Poor,Completed,2971
C-3113,3113,748,42059616.74890716,2025-03-26,115,51.8,Poor,Completed,3158
C-3114,3114,390,19539279.149729013,2020-05-02,24,20.0,Good,Completed,1048
C-3115,3115,376,138932945.6962686,2023-02-19,146,48.67,Poor,Terminated,-1028
C-3116,3116,500,46705482.40867802,2021-07-15,147,64.43,Poor,Completed,772
C-3117,3117,27,2449760.2678630594,2021-02-04,36,22.16,Good,Completed,809
C-3118,3118,79,17277751.905671064,2023-11-26,6,0.0,Good,Completed,2781
C-3119,3119,719,31881263.0039896,2021-05-15,69,26.52,Poor,Completed,-357
C-3120,3120,54,8778398.510036234,2022-09-26,33,23.32,Good,Completed,1216
C-3121,3121,300,3134357.048569264,2025-11-15,45,20.0,Good,Completed,2778
C-3122,3122,336,48739088.69866613,2023-04-24,95,29.89,Poor,Completed,2151
C-3123,3123,820,48289345.16810127,2024-06-16,51,20.0,Good,Completed,468
C-3124,3124,494,14638375.752321158,2024-12-25,6,2.15,Good,Completed,2585
C-3125,3125,904,9802614.731101897,2025-06-08,21,3.45,Good,Completed,3347
C-3126,3126,569,9523626.506061742,2023-02-18,16,0.66,Good,Completed,-191
C-3127,3127,933,5993247.325206703,2021-03-31,44,20.98,Good,Completed,-895
C-3128,3128,661,6227058.461891911,2023-07-07,30,0.0,Good,Completed,-245
C-3129,3129,314,979352.8743615121,2022-11-11,0,0.19,Good,Completed,1267
C-3130,3130,137,7701910.424870658,2023-03-22,5,0.0,Good,Completed,503
C-3131,3131,29,9735507.713685289,2020-04-21,25,3.79,Good,Completed,-1618
C-3132,3132,872,284489.0731987916,2023-10-20,35,21.75,Good,Completed,1943
C-3133,3133,575,8102256.0564583875,2022-11-13,44,3.94,Good,Completed,-637
C-3134,3134,71,1628735.8879129274,2020-07-01,52,22.09,Good,Completed,-926
C-3135,3135,237,4931075.375932926,2020-08-06,16,0.0,Good,Completed,1375
C-3136,3136,512,1144905.708499259,2021-04-16,7,0.0,Good,Completed,368
C-3137,3137,91,6890031.377451853,2021-10-19,81,21.8,Good,Completed,-1380
C-3138,3138,222,7754070.300162772,2023-06-28,26,0.0,Good,Completed,-568
C-3139,3139,555,9116362.208912827,2025-06-05,9,4.97,Good,Completed,3388
C-3140,3140,767,5433808.985298163,2025-04-26,41,20.0,Good,Completed,2806
C-3141,3141,152,1401788.7709394572,2023-11-08,52,21.62,Good,Completed,845
C-3142,3142,751,7621561.319737337,2024-10-31,45,24.12,Good,Completed,2122
C-3143,3143,465,367374416.6896869,2024-07-13,132,21.64,Poor,Terminated,-446
C-3144,3144,177,7759024.602214675,2021-07-05,36,22.26,Good,Completed,1812
C-3145,3145,908,1774054.763278036,2023-08-10,0,1.8,Good,Completed,2393
C-3146,3146,634,2191262.026114887,2023-10-14,1,0.0,Good,Completed,1138
C-3147,3147,655,4920598.951599939,2023-01-16,60,20.3,Good,Completed,1406
C-3148,3148,279,38919412.524190925,2021-09-13,52,21.52,Good,Completed,840
C-3149,3149,644,4639139.3444965435,2021-10-18,62,20.11,Good,Completed,-25
C-3150,3150,84,6920132.4059354635,2023-03-12,32,0.23,Good,Completed,-442
C-3151,3151,777,360384272.84697986,2021-08-26,554,141.86,Poor,Terminated,1548
C-3152,3152,928,41164016.97786171,2023-01-07,53,23.1,Poor,Completed,1797
C-3153,3153,182,2853757.184413881,2022-08-22,11,0.0,Good,Completed,2069
C-3154,3154,609,7880227.567931891,2025-09-03,11,0.14,Good,Completed,908
C-3155,3155,663,8759442.468671942,2020-01-15,38,20.67,Good,Completed,1259
C-3156,3156,742,3624162.5738981534,2025-11-04,14,3.15,Good,Completed,1151
C-3157,3157,661,9118047.326959345,2022-12-22,49,2.69,Good,Completed,-442
C-3158,3158,552,9616222.896574987,2020-05-23,42,2.9,Good,Completed,-796
C-3159,3159,258,2193815.1327209505,2024-01-14,3,0.0,Good,Completed,1231
C-3160,3160,760,30657480.59959899,2025-07-20,96,43.96,Poor,Completed,1162
C-3161,3161,586,8864709.820724787,2022-01-20,25,0.0,Good,Completed,312
C-3162,3162,614,25150763.408965643,2023-03-26,46,15.81,Poor,Completed,2240
C-3163,3163,847,9101524.998636665,2021-02-28,67,20.0,Good,Completed,-380
C-3164,3164,575,20600356.152188394,2024-07-29,77,17.95,Poor,Completed,-13
C-3165,3165,771,49808963.78103581,2021-11-04,154,54.66,Poor,Terminated,-234
C-3166,3166,139,1641825.7803009015,2021-12-02,25,0.0,Good,Completed,-706
C-3167,3167,663,5056706.7428995855,2022-10-30,17,20.35,Good,Completed,2278
C-3168,3168,504,7125773.383207476,2021-10-19,10,0.0,Good,Completed,1257
C-3169,3169,173,2343049.162653865,2021-04-05,31,20.0,Good,Completed,512
C-3170,3170,159,5127852.8484715,2020-12-04,63,20.0,Good,Completed,-892
C-3171,3171,577,9730845.45866494,2021-02-24,0,0.0,Good,Completed,785
C-3172,3172,286,4532450.41963883,2024-09-17,12,1.14,Good,Completed,1628
C-3173,3173,877,5537562.176689191,2020-12-12,42,20.48,Good,Completed,-41
C-3174,3174,453,5566184.690763463,2020-12-10,28,20.45,Good,Completed,1400
C-3175,3175,141,173903.76136304735,2025-11-19,0,3.6,Good,Completed,695
C-3176,3176,496,3137635.9548367723,2023-07-28,7,1.36,Good,Completed,1373
C-3177,3177,119,5079148.928465056,2024-09-04,39,22.94,Good,Completed,1449
C-3178,3178,509,2991682.858739896,2021-05-16,31,0.0,Good,Completed,-242
C-3179,3179,189,9111013.89073089,2022-10-31,45,20.0,Good,Completed,774
C-3180,3180,21,8035628.794226043,2025-01-02,41,2.99,Good,Completed,-139
C-3181,3181,864,3565165.5978846615,2020-11-13,35,0.74,Good,Completed,-297
C-3182,3182,599,10121081.959731415,2024-05-11,0,1.41,Good,Completed,689
C-3183,3183,646,2260990.421038154,2024-06-20,53,20.0,Good,Completed,-113
C-3184,3184,504,3226233.3134622183,2021-11-05,10,1.01,Good,Completed,1274
C-3185,3185,106,3297893.0798174487,2022-05-12,28,3.66,Good,Completed,-1087
C-3186,3186,483,325406009.9017462,2020-01-13,48,19.68,Poor,Completed,843
C-3187,3187,706,35147434.65416609,2022-06-04,37,24.06,Good,Completed,529
C-3188,3188,1,23927381.11624946,2022-02-13,75,20.0,Good,Completed,-135
C-3189,3189,390,17454589.310492493,2020-11-02,49,21.77,Good,Completed,1232
C-3190,3190,145,1759969.6454359526,2024-08-07,0,0.0,Good,Completed,1770
C-3191,3191,626,3764799.8387927134,2024-11-28,56,23.38,Good,Completed,297
C-3192,3192,980,3045635.6183096264,2021-04-02,7,0.0,Good,Completed,1187
C-3193,3193,929,32559973.047234714,2021-07-14,128,41.88,Poor,Completed,-807
C-3194,3194,456,4357626.961353193,2022-03-29,17,0.0,Good,Completed,-1198
C-3195,3195,315,33225770.365258913,2022-07-25,99,17.53,Poor,Completed,-1168
C-3196,3196,558,5118461.950592178,2021-12-14,39,0.0,Good,Completed,294
C-3197,3197,472,9287933.28736743,2024-06-07,45,22.3,Good,Completed,-170
C-3198,3198,312,60884336.26262321,2021-04-16,21,2.41,Good,Completed,-885
C-3199,3199,631,9375721.646724384,2022-08-22,58,20.29,Good,Completed,-1109
C-3200,3200,990,3144370.287834497,2020-08-22,15,0.0,Good,Completed,-579
C-3201,3201,287,38359572.27773916,2020-12-17,30,0.55,Good,Completed,-980
C-3202,3202,982,6249377.206922992,2022-11-16,42,0.03,Good,Completed,-418
C-3203,3203,323,3572576.9104290255,2023-07-23,59,23.6,Good,Completed,-372
C-3204,3204,643,7556861.3807893805,2020-04-10,57,20.76,Good,Completed,-520
C-3205,3205,217,6497182.853620135,2022-05-04,36,0.68,Good,Completed,286
C-3206,3206,809,339023490.0047135,2024-03-27,244,113.59,Poor,Terminated,2853
C-3207,3207,859,4979664.619078491,2021-09-05,12,0.7,Good,Completed,-1441
C-3208,3208,426,5773573.414955327,2023-07-08,67,20.0,Good,Completed,-22
C-3209,3209,425,2624205.7286008094,2020-08-10,17,5.53,Good,Completed,1470
C-3210,3210,489,6747691.090054994,2022-01-20,51,4.58,Good,Completed,-220
C-3211,3211,511,6034825.901301836,2022-03-20,35,20.0,Good,Completed,2202
C-3212,3212,693,6351211.077454481,2021-09-14,14,0.29,Good,Completed,678
C-3213,3213,54,2154577.407279599,2020-10-21,52,20.0,Good,Completed,511
