tender_id,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
2715,Medical Supplies & Pharmaceuticals,862557,2022-09-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Consumer
2716,Motor Vehicles & Spare Parts,8267575,2022-11-03,Supply and delivery of motor vehicles & spare parts items,Ministry of Two
2717,ICT Equipment & Software,9471541,2023-11-19,Supply and delivery of ict equipment & software items,Ministry of Offer
2718,Office Stationery & Supplies,421199,2024-11-04,Supply and delivery of office stationery & supplies items,Ministry of American
2719,Motor Vehicles & Spare Parts,3929994,2022-03-20,Supply and delivery of motor vehicles & spare parts items,Ministry of Position
2720,Office Stationery & Supplies,2529488,2025-05-13,Supply and delivery of office stationery & supplies items,Ministry of Claim
2721,Cleaning & Sanitary Services,7492053,2024-03-26,Supply and delivery of cleaning & sanitary services items,Ministry of Cost
2722,Consultancy Services,5213050,2025-03-23,Supply and delivery of consultancy services items,Ministry of Catch
2723,Medical Supplies & Pharmaceuticals,757191,2020-06-30,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of They
2724,ICT Equipment & Software,44830847,2025-01-27,Supply and delivery of ict equipment & software items,Ministry of Arrive
2725,Motor Vehicles & Spare Parts,983435,2022-08-29,Supply and delivery of motor vehicles & spare parts items,Ministry of See
2726,Motor Vehicles & Spare Parts,8360768,2020-05-16,Supply and delivery of motor vehicles & spare parts items,Ministry of Bill
2727,Motor Vehicles & Spare Parts,8088597,2025-02-22,Supply and delivery of motor vehicles & spare parts items,Ministry of Fall
2728,Consultancy Services,869032,2025-11-24,Supply and delivery of consultancy services items,Ministry of Daughter
2729,Construction & Civil Works,255882491,2023-12-06,Supply and delivery of construction & civil works items,Ministry of Sing
2730,Construction & Civil Works,428202780,2020-02-06,Supply and delivery of construction & civil works items,Ministry of Third
2731,Consultancy Services,8965465,2024-01-12,Supply and delivery of consultancy services items,Ministry of We
2732,Consultancy Services,8499625,2021-11-24,Supply and delivery of consultancy services items,Ministry of Security
2733,Cleaning & Sanitary Services,4031895,2021-01-05,Supply and delivery of cleaning & sanitary services items,Ministry of Peace
2734,Office Stationery & Supplies,7385880,2024-05-01,Supply and delivery of office stationery & supplies items,Ministry of Hit
2735,Consultancy Services,309720,2023-02-05,Supply and delivery of consultancy services items,Ministry of Yeah
2736,Motor Vehicles & Spare Parts,4090919,2023-12-26,Supply and delivery of motor vehicles & spare parts items,Ministry of Keep
2737,ICT Equipment & Software,13025800,2025-01-09,Supply and delivery of ict equipment & software items,Ministry of Relationship
2738,Office Stationery & Supplies,8000171,2020-05-14,Supply and delivery of office stationery & supplies items,Ministry of Data
2739,ICT Equipment & Software,25560248,2024-12-12,Supply and delivery of ict equipment & software items,Ministry of More
2740,Construction & Civil Works,166345712,2020-11-19,Supply and delivery of construction & civil works items,Ministry of Example
2741,Construction & Civil Works,400916298,2020-07-02,Supply and delivery of construction & civil works items,Ministry of Life
2742,Cleaning & Sanitary Services,7116611,2020-04-07,Supply and delivery of cleaning & sanitary services items,Ministry of Politics
2743,Motor Vehicles & Spare Parts,4124537,2021-03-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Mouth
2744,Cleaning & Sanitary Services,3131863,2022-06-15,Supply and delivery of cleaning & sanitary services items,Ministry of Prove
2745,Construction & Civil Works,283892599,2024-06-24,Supply and delivery of construction & civil works items,Ministry of Third
2746,Cleaning & Sanitary Services,8151964,2025-08-23,Supply and delivery of cleaning & sanitary services items,Ministry of Foreign
2747,Cleaning & Sanitary Services,3344811,2021-08-22,Supply and delivery of cleaning & sanitary services items,Ministry of Have
2748,Office Stationery & Supplies,3133932,2020-09-14,Supply and delivery of office stationery & supplies items,Ministry of Man
2749,Medical Supplies & Pharmaceuticals,1381258,2023-05-29,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Same
2750,Motor Vehicles & Spare Parts,4523475,2020-07-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Wonder
2751,Motor Vehicles & Spare Parts,1083061,2022-10-11,Supply and delivery of motor vehicles & spare parts items,Ministry of But
2752,Consultancy Services,9986726,2025-07-04,Supply and delivery of consultancy services items,Ministry of Court
2753,Office Stationery & Supplies,6418653,2024-05-17,Supply and delivery of office stationery & supplies items,Ministry of Cultural
2754,ICT Equipment & Software,40454663,2021-11-26,Supply and delivery of ict equipment & software items,Ministry of Produce
2755,Construction & Civil Works,362361896,2025-10-16,Supply and delivery of construction & civil works items,Ministry of Speak
2756,ICT Equipment & Software,32785676,2021-01-06,Supply and delivery of ict equipment & software items,Ministry of Action
2757,Consultancy Services,7551062,2021-04-21,Supply and delivery of consultancy services items,Ministry of House
2758,Motor Vehicles & Spare Parts,3647480,2022-10-05,Supply and delivery of motor vehicles & spare parts items,Ministry of Understand
2759,Medical Supplies & Pharmaceuticals,8534320,2024-05-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Employee
2760,ICT Equipment & Software,5028268,2021-11-05,Supply and delivery of ict equipment & software items,Ministry of Responsibility
2761,Motor Vehicles & Spare Parts,587707,2023-11-08,Supply and delivery of motor vehicles & spare parts items,Ministry of Week
2762,Medical Supplies & Pharmaceuticals,5690938,2025-03-09,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Small
2763,Motor Vehicles & Spare Parts,993150,2024-07-14,Supply and delivery of motor vehicles & spare parts items,Ministry of Cause
2764,Motor Vehicles & Spare Parts,6606016,2021-11-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Hundred
2765,Medical Supplies & Pharmaceuticals,8142153,2024-03-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Could
2766,Medical Supplies & Pharmaceuticals,9420804,2021-09-03,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Other
2767,Construction & Civil Works,295731030,2021-11-22,Supply and delivery of construction & civil works items,Ministry of Draw
2768,Cleaning & Sanitary Services,1625068,2025-01-04,Supply and delivery of cleaning & sanitary services items,Ministry of Explain
2769,Motor Vehicles & Spare Parts,3437013,2025-04-19,Supply and delivery of motor vehicles & spare parts items,Ministry of Cost
2770,Consultancy Services,7816492,2025-11-15,Supply and delivery of consultancy services items,Ministry of Event
2771,Medical Supplies & Pharmaceuticals,2235896,2024-03-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Everything
2772,Office Stationery & Supplies,2516738,2020-07-21,Supply and delivery of office stationery & supplies items,Ministry of Hear
2773,Motor Vehicles & Spare Parts,2432127,2023-06-21,Supply and delivery of motor vehicles & spare parts items,Ministry of Happy
2774,Office Stationery & Supplies,2026252,2024-08-19,Supply and delivery of office stationery & supplies items,Ministry of Necessary
2775,Motor Vehicles & Spare Parts,5083926,2022-09-12,Supply and delivery of motor vehicles & spare parts items,Ministry of Program
2776,ICT Equipment & Software,21611381,2024-02-14,Supply and delivery of ict equipment & software items,Ministry of Conference
2777,Cleaning & Sanitary Services,1378343,2020-03-21,Supply and delivery of cleaning & sanitary services items,Ministry of They
2778,Construction & Civil Works,444239731,2023-07-06,Supply and delivery of construction & civil works items,Ministry of Clearly
2779,Office Stationery & Supplies,4144064,2023-03-24,Supply and delivery of office stationery & supplies items,Ministry of Develop
2780,Cleaning & Sanitary Services,6734699,2025-12-17,Supply and delivery of cleaning & sanitary services items,Ministry of Leader
2781,Cleaning & Sanitary Services,9100317,2022-01-30,Supply and delivery of cleaning & sanitary services items,Ministry of Talk
2782,Office Stationery & Supplies,6136207,2024-02-03,Supply and delivery of office stationery & supplies items,Ministry of Fight
2783,Motor Vehicles & Spare Parts,3443867,2021-03-30,Supply and delivery of motor vehicles & spare parts items,Ministry of Scene
2784,ICT Equipment & Software,12844700,2025-10-22,Supply and delivery of ict equipment & software items,Ministry of Ok
2785,Construction & Civil Works,214507903,2024-12-23,Supply and delivery of construction & civil works items,Ministry of Study
2786,Office Stationery & Supplies,1758332,2021-08-12,Supply and delivery of office stationery & supplies items,Ministry of Must
2787,ICT Equipment & Software,30964527,2024-08-21,Supply and delivery of ict equipment & software items,Ministry of Evening
2788,Construction & Civil Works,156766223,2021-04-23,Supply and delivery of construction & civil works items,Ministry of Every
2789,Office Stationery & Supplies,4174999,2020-03-09,Supply and delivery of office stationery & supplies items,Ministry of Business
2790,Cleaning & Sanitary Services,1688404,2023-02-06,Supply and delivery of cleaning & sanitary services items,Ministry of Program
2791,Consultancy Services,8741123,2021-02-12,Supply and delivery of consultancy services items,Ministry of Challenge
2792,ICT Equipment & Software,22630590,2022-10-20,Supply and delivery of ict equipment & software items,Ministry of Future
2793,Medical Supplies & Pharmaceuticals,9098331,2022-03-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Huge
2794,Medical Supplies & Pharmaceuticals,8771734,2023-12-13,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Wear
2795,Construction & Civil Works,7644046,2020-03-15,Supply and delivery of construction & civil works items,Ministry of Science
2796,Construction & Civil Works,267023078,2020-08-17,Supply and delivery of construction & civil works items,Ministry of Her
2797,ICT Equipment & Software,47410127,2025-03-19,Supply and delivery of ict equipment & software items,Ministry of Across
2798,Medical Supplies & Pharmaceuticals,6503679,2020-12-13,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of May
2799,Construction & Civil Works,478525350,2022-01-03,Supply and delivery of construction & civil works items,Ministry of Raise
2800,ICT Equipment & Software,2483438,2025-06-01,Supply and delivery of ict equipment & software items,Ministry of Culture
2801,Cleaning & Sanitary Services,483609,2025-06-23,Supply and delivery of cleaning & sanitary services items,Ministry of Follow
2802,Medical Supplies & Pharmaceuticals,1963082,2020-12-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Office
2803,Medical Supplies & Pharmaceuticals,1853313,2021-02-11,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Age
2804,Cleaning & Sanitary Services,3581591,2022-08-19,Supply and delivery of cleaning & sanitary services items,Ministry of Practice
2805,Cleaning & Sanitary Services,5866392,2022-09-27,Supply and delivery of cleaning & sanitary services items,Ministry of Parent
2806,Cleaning & Sanitary Services,9774961,2024-03-01,Supply and delivery of cleaning & sanitary services items,Ministry of Side
2807,Construction & Civil Works,83542943,2022-05-24,Supply and delivery of construction & civil works items,Ministry of They
2808,Cleaning & Sanitary Services,4226553,2021-06-17,Supply and delivery of cleaning & sanitary services items,Ministry of Several
2809,Medical Supplies & Pharmaceuticals,1761342,2022-03-28,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Green
2810,Office Stationery & Supplies,9308201,2022-11-23,Supply and delivery of office stationery & supplies items,Ministry of Institution
2811,Construction & Civil Works,70250123,2021-10-19,Supply and delivery of construction & civil works items,Ministry of Woman
2812,Consultancy Services,5318907,2025-04-06,Supply and delivery of consultancy services items,Ministry of Source
2813,Cleaning & Sanitary Services,7810611,2025-08-10,Supply and delivery of cleaning & sanitary services items,Ministry of Within
2814,Consultancy Services,6373672,2023-01-15,Supply and delivery of consultancy services items,Ministry of Know
2815,ICT Equipment & Software,5386202,2022-07-22,Supply and delivery of ict equipment & software items,Ministry of Exist
2816,Consultancy Services,9505391,2025-09-21,Supply and delivery of consultancy services items,Ministry of Institution
2817,Cleaning & Sanitary Services,6566751,2023-07-23,Supply and delivery of cleaning & sanitary services items,Ministry of Common
2818,Office Stationery & Supplies,2527667,2023-01-27,Supply and delivery of office stationery & supplies items,Ministry of Win
2819,Office Stationery & Supplies,6657734,2021-10-20,Supply and delivery of office stationery & supplies items,Ministry of Picture
2820,Consultancy Services,663889,2025-10-15,Supply and delivery of consultancy services items,Ministry of Yes
2821,ICT Equipment & Software,777834,2023-02-22,Supply and delivery of ict equipment & software items,Ministry of Out
2822,Cleaning & Sanitary Services,5685056,2024-07-05,Supply and delivery of cleaning & sanitary services items,Ministry of Case
2823,Motor Vehicles & Spare Parts,3994325,2023-12-24,Supply and delivery of motor vehicles & spare parts items,Ministry of Story
2824,Medical Supplies & Pharmaceuticals,5479105,2025-10-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Believe
2825,ICT Equipment & Software,4498585,2021-11-08,Supply and delivery of ict equipment & software items,Ministry of Space
2826,Construction & Civil Works,146118453,2020-11-05,Supply and delivery of construction & civil works items,Ministry of Half
2827,Cleaning & Sanitary Services,1832141,2022-10-02,Supply and delivery of cleaning & sanitary services items,Ministry of Company
2828,Motor Vehicles & Spare Parts,9324152,2022-10-06,Supply and delivery of motor vehicles & spare parts items,Ministry of Reason
2829,Consultancy Services,8775237,2020-11-19,Supply and delivery of consultancy services items,Ministry of Use
2830,Medical Supplies & Pharmaceuticals,6234896,2021-01-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Food
2831,Medical Supplies & Pharmaceuticals,1734461,2020-06-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Eat
2832,Construction & Civil Works,319385210,2025-02-22,Supply and delivery of construction & civil works items,Ministry of Leave
2833,ICT Equipment & Software,10705026,2020-07-16,Supply and delivery of ict equipment & software items,Ministry of Election
2834,Medical Supplies & Pharmaceuticals,2987569,2020-12-03,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of One
2835,Consultancy Services,4996986,2025-01-26,Supply and delivery of consultancy services items,Ministry of House
2836,Office Stationery & Supplies,1986522,2020-01-11,Supply and delivery of office stationery & supplies items,Ministry of Collection
2837,Construction & Civil Works,75228195,2022-01-25,Supply and delivery of construction & civil works items,Ministry of Market
2838,Motor Vehicles & Spare Parts,7401078,2023-04-19,Supply and delivery of motor vehicles & spare parts items,Ministry of Indeed
2839,ICT Equipment & Software,30112901,2024-03-11,Supply and delivery of ict equipment & software items,Ministry of While
2840,Cleaning & Sanitary Services,934938,2022-10-31,Supply and delivery of cleaning & sanitary services items,Ministry of However
2841,Construction & Civil Works,387071485,2024-12-26,Supply and delivery of construction & civil works items,Ministry of Seat
2842,Motor Vehicles & Spare Parts,6572036,2021-06-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Whom
2843,Construction & Civil Works,177139367,2020-07-28,Supply and delivery of construction & civil works items,Ministry of Career
2844,Cleaning & Sanitary Services,8143732,2021-11-28,Supply and delivery of cleaning & sanitary services items,Ministry of Worry
2845,Office Stationery & Supplies,4249570,2020-10-19,Supply and delivery of office stationery & supplies items,Ministry of Spring
2846,ICT Equipment & Software,2279892,2021-12-17,Supply and delivery of ict equipment & software items,Ministry of Fear
2847,Office Stationery & Supplies,9697010,2024-12-01,Supply and delivery of office stationery & supplies items,Ministry of Show
2848,Motor Vehicles & Spare Parts,5618225,2025-03-27,Supply and delivery of motor vehicles & spare parts items,Ministry of Picture
2849,Medical Supplies & Pharmaceuticals,3521103,2022-05-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Away
2850,Office Stationery & Supplies,9678891,2022-01-29,Supply and delivery of office stationery & supplies items,Ministry of Relationship
2851,Consultancy Services,8909609,2024-06-10,Supply and delivery of consultancy services items,Ministry of Peace
2852,Motor Vehicles & Spare Parts,2935309,2020-02-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Value
2853,Motor Vehicles & Spare Parts,8500944,2023-08-26,Supply and delivery of motor vehicles & spare parts items,Ministry of Special
2854,Medical Supplies & Pharmaceuticals,9957812,2021-05-30,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of High
2855,Consultancy Services,3058963,2022-01-14,Supply and delivery of consultancy services items,Ministry of Test
2856,Motor Vehicles & Spare Parts,3079718,2020-01-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Place
2857,Motor Vehicles & Spare Parts,3868553,2024-07-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Who
2858,Construction & Civil Works,382776732,2020-06-18,Supply and delivery of construction & civil works items,Ministry of Drug
2859,Cleaning & Sanitary Services,9621478,2020-10-29,Supply and delivery of cleaning & sanitary services items,Ministry of Cup
2860,Construction & Civil Works,470519558,2020-04-06,Supply and delivery of construction & civil works items,Ministry of Five
2861,ICT Equipment & Software,43317546,2022-08-11,Supply and delivery of ict equipment & software items,Ministry of Group
2862,Construction & Civil Works,369067851,2022-04-21,Supply and delivery of construction & civil works items,Ministry of Couple
2863,Office Stationery & Supplies,7017571,2022-07-21,Supply and delivery of office stationery & supplies items,Ministry of Feel
2864,Medical Supplies & Pharmaceuticals,4494203,2021-11-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Republican
2865,Construction & Civil Works,131036620,2024-12-04,Supply and delivery of construction & civil works items,Ministry of Already
2866,Motor Vehicles & Spare Parts,5314802,2021-07-25,Supply and delivery of motor vehicles & spare parts items,Ministry of Know
2867,ICT Equipment & Software,6056452,2021-01-28,Supply and delivery of ict equipment & software items,Ministry of Information
2868,Motor Vehicles & Spare Parts,6965999,2024-02-04,Supply and delivery of motor vehicles & spare parts items,Ministry of They
2869,Construction & Civil Works,415215819,2020-08-21,Supply and delivery of construction & civil works items,Ministry of Sure
2870,ICT Equipment & Software,9979622,2020-06-30,Supply and delivery of ict equipment & software items,Ministry of Rich
2871,Office Stationery & Supplies,2962750,2024-05-24,Supply and delivery of office stationery & supplies items,Ministry of Reality
2872,Consultancy Services,7185757,2025-03-04,Supply and delivery of consultancy services items,Ministry of Suggest
2873,Consultancy Services,5006526,2024-11-02,Supply and delivery of consultancy services items,Ministry of College
2874,ICT Equipment & Software,27526790,2021-11-29,Supply and delivery of ict equipment & software items,Ministry of Paper
2875,Motor Vehicles & Spare Parts,8377304,2023-01-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Rich
2876,Office Stationery & Supplies,3796458,2022-09-23,Supply and delivery of office stationery & supplies items,Ministry of Mention
2877,Consultancy Services,1715270,2023-12-03,Supply and delivery of consultancy services items,Ministry of Religious
2878,Consultancy Services,6545860,2022-05-30,Supply and delivery of consultancy services items,Ministry of Spend
2879,Construction & Civil Works,454985940,2020-04-29,Supply and delivery of construction & civil works items,Ministry of Large
2880,Medical Supplies & Pharmaceuticals,4775195,2021-07-20,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Protect
2881,Office Stationery & Supplies,8231526,2020-09-11,Supply and delivery of office stationery & supplies items,Ministry of Surface
2882,Cleaning & Sanitary Services,484903,2024-10-24,Supply and delivery of cleaning & sanitary services items,Ministry of Little
2883,Consultancy Services,9270216,2023-01-05,Supply and delivery of consultancy services items,Ministry of Statement
2884,Cleaning & Sanitary Services,9654634,2022-11-03,Supply and delivery of cleaning & sanitary services items,Ministry of Government
2885,Cleaning & Sanitary Services,5621980,2025-01-23,Supply and delivery of cleaning & sanitary services items,Ministry of His
2886,ICT Equipment & Software,15159576,2020-09-01,Supply and delivery of ict equipment & software items,Ministry of Country
2887,Motor Vehicles & Spare Parts,3446386,2025-11-18,Supply and delivery of motor vehicles & spare parts items,Ministry of Night
2888,Cleaning & Sanitary Services,6772028,2024-07-22,Supply and delivery of cleaning & sanitary services items,Ministry of Truth
2889,Office Stationery & Supplies,6561202,2024-01-18,Supply and delivery of office stationery & supplies items,Ministry of Citizen
2890,Medical Supplies & Pharmaceuticals,4394329,2020-01-16,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Yourself
2891,Cleaning & Sanitary Services,1299728,2025-08-08,Supply and delivery of cleaning & sanitary services items,Ministry of Performance
2892,Construction & Civil Works,401546212,2021-07-18,Supply and delivery of construction & civil works items,Ministry of Myself
2893,Consultancy Services,867128,2024-11-15,Supply and delivery of consultancy services items,Ministry of Should
2894,Construction & Civil Works,258990014,2025-03-26,Supply and delivery of construction & civil works items,Ministry of Learn
2895,Construction & Civil Works,16954802,2020-04-16,Supply and delivery of construction & civil works items,Ministry of Father
2896,Cleaning & Sanitary Services,6177449,2020-03-28,Supply and delivery of cleaning & sanitary services items,Ministry of Trip
2897,Medical Supplies & Pharmaceuticals,1267498,2022-12-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Hit
2898,Construction & Civil Works,294003968,2020-04-19,Supply and delivery of construction & civil works items,Ministry of Place
2899,Consultancy Services,7120480,2024-02-12,Supply and delivery of consultancy services items,Ministry of Entire
2900,Medical Supplies & Pharmaceuticals,3933538,2022-07-21,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Republican
2901,ICT Equipment & Software,44613896,2021-10-10,Supply and delivery of ict equipment & software items,Ministry of Tell
2902,Cleaning & Sanitary Services,338366,2020-02-21,Supply and delivery of cleaning & sanitary services items,Ministry of Example
2903,Office Stationery & Supplies,9354326,2021-01-26,Supply and delivery of office stationery & supplies items,Ministry of Heavy
2904,Cleaning & Sanitary Services,4507900,2022-07-02,Supply and delivery of cleaning & sanitary services items,Ministry of Likely
2905,Medical Supplies & Pharmaceuticals,8905348,2021-12-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Provide
2906,ICT Equipment & Software,25310292,2020-03-19,Supply and delivery of ict equipment & software items,Ministry of Brother
2907,Construction & Civil Works,320785813,2022-02-21,Supply and delivery of construction & civil works items,Ministry of Although
2908,Consultancy Services,1041208,2023-03-10,Supply and delivery of consultancy services items,Ministry of Individual
2909,ICT Equipment & Software,20244597,2021-06-28,Supply and delivery of ict equipment & software items,Ministry of Become
2910,Consultancy Services,3214659,2023-03-18,Supply and delivery of consultancy services items,Ministry of Card
2911,Cleaning & Sanitary Services,7403667,2024-05-11,Supply and delivery of cleaning & sanitary services items,Ministry of Property
2912,Consultancy Services,6637932,2022-12-17,Supply and delivery of consultancy services items,Ministry of Walk
2913,Cleaning & Sanitary Services,5707414,2021-08-24,Supply and delivery of cleaning & sanitary services items,Ministry of Low
2914,Construction & Civil Works,271764214,2024-02-18,Supply and delivery of construction & civil works items,Ministry of Either
2915,Motor Vehicles & Spare Parts,8511603,2025-07-06,Supply and delivery of motor vehicles & spare parts items,Ministry of Well
2916,Construction & Civil Works,342197325,2025-01-03,Supply and delivery of construction & civil works items,Ministry of Significant
2917,Medical Supplies & Pharmaceuticals,541168,2024-12-02,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Outside
2918,Consultancy Services,9177805,2022-10-01,Supply and delivery of consultancy services items,Ministry of Ball
2919,Cleaning & Sanitary Services,8988079,2021-12-16,Supply and delivery of cleaning & sanitary services items,Ministry of American
2920,Medical Supplies & Pharmaceuticals,5380156,2020-11-17,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Shake
2921,Medical Supplies & Pharmaceuticals,8499122,2023-10-29,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Us
2922,Construction & Civil Works,166487937,2020-08-09,Supply and delivery of construction & civil works items,Ministry of Music
2923,Motor Vehicles & Spare Parts,3030299,2025-11-17,Supply and delivery of motor vehicles & spare parts items,Ministry of Bar
2924,ICT Equipment & Software,1128373,2022-01-10,Supply and delivery of ict equipment & software items,Ministry of Public
2925,Cleaning & Sanitary Services,8479482,2024-06-29,Supply and delivery of cleaning & sanitary services items,Ministry of Knowledge
2926,Consultancy Services,9864128,2022-05-28,Supply and delivery of consultancy services items,Ministry of Create
2927,Consultancy Services,6332474,2025-09-13,Supply and delivery of consultancy services items,Ministry of Even
2928,Construction & Civil Works,344125631,2024-04-30,Supply and delivery of construction & civil works items,Ministry of Situation
2929,Cleaning & Sanitary Services,3883831,2025-04-18,Supply and delivery of cleaning & sanitary services items,Ministry of Think
2930,Office Stationery & Supplies,5282190,2025-06-21,Supply and delivery of office stationery & supplies items,Ministry of But
2931,Office Stationery & Supplies,1450093,2024-10-04,Supply and delivery of office stationery & supplies items,Ministry of Own
2932,Medical Supplies & Pharmaceuticals,8682299,2021-07-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Floor
2933,Medical Supplies & Pharmaceuticals,4575687,2023-09-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Notice
2934,Construction & Civil Works,222714004,2025-02-14,Supply and delivery of construction & civil works items,Ministry of Either
2935,Construction & Civil Works,303344278,2024-03-01,Supply and delivery of construction & civil works items,Ministry of Appear
2936,Medical Supplies & Pharmaceuticals,5855327,2022-03-30,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Material
2937,Office Stationery & Supplies,2692440,2021-04-16,Supply and delivery of office stationery & supplies items,Ministry of Worry
2938,Construction & Civil Works,433298977,2022-08-15,Supply and delivery of construction & civil works items,Ministry of Skin
2939,ICT Equipment & Software,36546153,2024-02-18,Supply and delivery of ict equipment & software items,Ministry of Cultural
2940,Office Stationery & Supplies,9493019,2021-08-29,Supply and delivery of office stationery & supplies items,Ministry of Remain
2941,Cleaning & Sanitary Services,5095427,2020-04-10,Supply and delivery of cleaning & sanitary services items,Ministry of Inside
2942,Medical Supplies & Pharmaceuticals,299542,2025-06-16,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Resource
2943,Motor Vehicles & Spare Parts,3583802,2021-09-16,Supply and delivery of motor vehicles & spare parts items,Ministry of Accept
2944,ICT Equipment & Software,44393540,2022-06-11,Supply and delivery of ict equipment & software items,Ministry of After
2945,Cleaning & Sanitary Services,4184032,2024-09-09,Supply and delivery of cleaning & sanitary services items,Ministry of Realize
2946,Cleaning & Sanitary Services,8395445,2020-10-11,Supply and delivery of cleaning & sanitary services items,Ministry of Example
2947,Construction & Civil Works,325704087,2022-10-10,Supply and delivery of construction & civil works items,Ministry of Street
2948,Construction & Civil Works,209880974,2025-11-08,Supply and delivery of construction & civil works items,Ministry of Friend
2949,ICT Equipment & Software,29354322,2020-07-31,Supply and delivery of ict equipment & software items,Ministry of Down
2950,Cleaning & Sanitary Services,599964,2020-02-09,Supply and delivery of cleaning & sanitary services items,Ministry of Garden
2951,Cleaning & Sanitary Services,3097493,2021-04-29,Supply and delivery of cleaning & sanitary services items,Ministry of Population
2952,Office Stationery & Supplies,7678729,2021-09-22,Supply and delivery of office stationery & supplies items,Ministry of Seem
2953,Construction & Civil Works,298606715,2023-08-28,Supply and delivery of construction & civil works items,Ministry of Magazine
2954,Cleaning & Sanitary Services,3042905,2023-07-12,Supply and delivery of cleaning & sanitary services items,Ministry of Prove
2955,Medical Supplies & Pharmaceuticals,3528261,2023-07-28,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Number
2956,Office Stationery & Supplies,8290219,2022-05-02,Supply and delivery of office stationery & supplies items,Ministry of Wonder
2957,ICT Equipment & Software,38808849,2023-05-06,Supply and delivery of ict equipment & software items,Ministry of Gun
2958,Motor Vehicles & Spare Parts,2727014,2022-01-16,Supply and delivery of motor vehicles & spare parts items,Ministry of Half
2959,Office Stationery & Supplies,6036419,2024-12-07,Supply and delivery of office stationery & supplies items,Ministry of Civil
2960,Medical Supplies & Pharmaceuticals,7413184,2022-10-09,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Situation
2961,Consultancy Services,5403441,2022-12-29,Supply and delivery of consultancy services items,Ministry of No
2962,Construction & Civil Works,66739321,2024-03-08,Supply and delivery of construction & civil works items,Ministry of Report
2963,Construction & Civil Works,141865919,2022-05-04,Supply and delivery of construction & civil works items,Ministry of Interesting
2964,Motor Vehicles & Spare Parts,6251990,2020-03-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Together
2965,Consultancy Services,3650985,2023-06-05,Supply and delivery of consultancy services items,Ministry of Bar
2966,Medical Supplies & Pharmaceuticals,8261665,2023-10-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Option
2967,Cleaning & Sanitary Services,837550,2025-11-28,Supply and delivery of cleaning & sanitary services items,Ministry of Because
2968,Office Stationery & Supplies,1898954,2021-03-30,Supply and delivery of office stationery & supplies items,Ministry of Next
2969,Motor Vehicles & Spare Parts,9271141,2022-03-19,Supply and delivery of motor vehicles & spare parts items,Ministry of Film
2970,Office Stationery & Supplies,2902743,2024-07-03,Supply and delivery of office stationery & supplies items,Ministry of Live
2971,Motor Vehicles & Spare Parts,6265706,2024-01-17,Supply and delivery of motor vehicles & spare parts items,Ministry of All
2972,Motor Vehicles & Spare Parts,5946636,2020-12-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Pattern
